date,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,portcalls_container_norm
2019-04-19 00:00:00+00:00,12.714285714285714,0.42857142857142855,0.2857142857142857,0.0,1.0,13.428571428571429,14.428571428571429,2906070.6521517835,0.0,0.0,0,13823.99026196009,2906070.6521517835,2919894.6424137433,4309761.083012989,2926.89135928002,0.0,0,6601.71302878542,4312687.974372269,4319289.687401054,0.4695209407271493
2019-04-26 00:00:00+00:00,10.0,0.2857142857142857,0.42857142857142855,0.0,0.7142857142857143,10.714285714285714,11.428571428571429,3041543.9362519262,0.0,0.0,0,89152.51820810478,3041543.9362519262,3130696.4544600314,2449621.700094725,0.0,5109.64501456332,0,2852.62450852559,2454731.345109289,2457583.969617814,-1.3972789074277459
2019-05-03 00:00:00+00:00,11.857142857142858,0.2857142857142857,0.42857142857142855,0.0,0.8571428571428571,12.571428571428571,13.428571428571429,3085808.5505062146,0.0,0.0,0,59586.4250479325,3085808.5505062146,3145394.975554147,3881994.3842017297,0.0,0.0,0,102086.2948328218,3881994.3842017297,3984080.6790345516,-0.11999480079544846
2019-05-10 00:00:00+00:00,13.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.8571428571428571,14.0,14.857142857142858,2821917.119675003,0.0,642.752871053206,0,89235.72785253407,2822559.872546055,2911795.600398589,3669633.41179442,0.0,3101.85152297382,0,1473.75490841088,3672735.263317393,3674209.018225804,0.6660261879013494
2019-05-17 00:00:00+00:00,10.0,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,10.857142857142858,11.285714285714286,2266507.340700581,0.0,0.0,0,13823.99026196009,2266507.340700581,2280331.3309625415,3230622.331212779,0.0,0.0,0,5064.53992047921,3230622.331212779,3235686.871133258,-1.3972789074277459
2019-05-24 00:00:00+00:00,11.428571428571429,0.42857142857142855,1.1428571428571428,0.0,1.2857142857142858,13.0,14.285714285714286,3200550.0538556725,401.806362100055,389.414584301534,0,95503.72650995289,3201341.2748020724,3296845.0013120263,3099274.77882249,120.135147626777,1135.84779473071,0,36362.05232462425,3100530.7617648467,3136892.814089472,-0.41475267155674794
2019-05-31 00:00:00+00:00,12.857142857142858,0.2857142857142857,0.42857142857142855,0.0,0.5714285714285714,13.571428571428571,14.142857142857142,3345757.25019757,0.0,0.0,0,44100.9218249767,3345757.25019757,3389858.172022547,3233985.550614982,0.0,6006.7268180726,0,34781.29102125803,3239992.277433054,3274773.568454312,0.56777356431425
2019-06-07 00:00:00+00:00,11.714285714285714,0.14285714285714285,0.42857142857142855,0.0,0.7142857142857143,12.285714285714286,13.0,2575678.320351819,0.0,0.0,0,28385.13006973,2575678.320351819,2604063.450421549,3233816.452544734,0.0,0.0,0,2297.676349957158,3233816.452544734,3236114.128894692,-0.2182474243825491
2019-06-14 00:00:00+00:00,12.857142857142858,0.2857142857142857,0.42857142857142855,0.0,1.0,13.571428571428571,14.571428571428571,2850335.6765196803,0.0,0.0,0,166643.88979259768,2850335.6765196803,3016979.566312278,3716454.968362284,0.0,6006.7268180726,0,37186.9012726465,3722461.695180356,3759648.596453003,0.56777356431425
2019-06-21 00:00:00+00:00,12.428571428571429,0.2857142857142857,0.42857142857142855,0.0,0.7142857142857143,13.142857142857142,13.857142857142858,2494916.358568432,0.0,0.0,0,47515.31918219829,2494916.358568432,2542431.677750631,3163626.154145652,0.0,0.0,0,20183.09205179105,3163626.154145652,3183809.246197444,0.27301569355295047
2019-06-28 00:00:00+00:00,12.285714285714286,0.2857142857142857,0.42857142857142855,0.0,0.7142857142857143,13.0,13.714285714285714,3472536.868059789,0.0,0.0,0,168893.1419780007,3472536.868059789,3641430.01003779,3106656.5457493123,0.0,0.0,0,30815.59366723326,3106656.5457493123,3137472.1394165447,0.17476306996585103
2019-07-05 00:00:00+00:00,12.857142857142858,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,14.0,14.571428571428571,3913216.8167707203,0.0,0.0,0,161271.1118431684,3913216.8167707203,4074487.928613885,3248972.752882991,584.558503558437,6006.7268180726,0,13525.120778906381,3255564.0382046225,3269089.158983529,0.56777356431425
2019-07-12 00:00:00+00:00,11.142857142857142,0.2857142857142857,0.7142857142857143,0.0,0.7142857142857143,12.142857142857142,12.857142857142858,2571272.798093019,0.0,321.376435526603,0,98022.15691412009,2571594.174528546,2669616.331442666,3037432.930646664,0.0,8705.545927583247,0,27253.72956665348,3046138.476574247,3073392.2061409,-0.611257918730948
2019-07-19 00:00:00+00:00,13.0,0.14285714285714285,0.7142857142857143,0.0,1.0,13.857142857142858,14.857142857142858,2427685.3291423,0.0,0.0,0,175727.06553962742,2427685.3291423,2603412.394681928,4150930.415899511,0.0,1549.863221291231,0,15958.757898946831,4152480.279120803,4168439.03701975,0.6660261879013494
2019-07-26 00:00:00+00:00,12.142857142857142,0.2857142857142857,0.5714285714285714,0.0,1.1428571428571428,13.0,14.142857142857142,2530897.0053953333,0.0,0.0,0,78220.74271182959,2530897.0053953333,2609117.748107163,3022808.404104399,0.0,0.0,0,38253.34025496623,3022808.404104399,3061061.744359365,0.07651044637875039
2019-08-02 00:00:00+00:00,12.0,0.42857142857142855,0.2857142857142857,0.0,0.5714285714285714,12.714285714285714,13.285714285714286,2299090.588822362,0.0,0.0,0,39488.1449850641,2299090.588822362,2338578.733807427,2727967.368025719,0.0,4662.374093231,0,15043.1901574362,2732629.74211895,2747672.932276386,-0.021742177208349034
2019-08-09 00:00:00+00:00,9.285714285714286,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,9.857142857142858,10.285714285714286,2960965.988031833,0.0,0.0,0,3023.77615525489,2960965.988031833,2963989.764187088,2102624.229460821,0.0,6006.7268180726,0,5288.0436988049005,2108630.956278893,2113918.999977698,-1.8885420253632441
2019-08-16 00:00:00+00:00,11.571428571428571,0.14285714285714285,0.42857142857142855,0.0,0.7142857142857143,12.142857142857142,12.857142857142858,2572225.5745116347,0.0,0.0,0,44280.3444798524,2572225.5745116347,2616505.918991496,3440955.5914604412,0.0,6907.09278697749,0,4600.241275931363,3447862.6842474192,3452462.925523351,-0.31650004796964853
2019-08-23 00:00:00+00:00,12.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.7142857142857143,13.0,13.714285714285714,3368116.343321913,0.0,0.0,0,43636.6611790261,3368116.343321913,3411753.004500939,3100395.534279253,0.0,7358.4707143062,0,44454.51244524582,3107754.00499356,3152208.517438806,-0.021742177208349034
2019-08-30 00:00:00+00:00,12.571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.7142857142857143,13.142857142857142,13.857142857142858,3107372.968933898,0.0,0.0,0,118846.02530683609,3107372.968933898,3226218.994240734,3979027.244970865,0.0,7810.62664058483,0,0.0,3986837.871611449,3986837.871611449,0.3712683171400499
2019-09-06 00:00:00+00:00,9.428571428571429,0.14285714285714285,0.5714285714285714,0.0,0.5714285714285714,10.142857142857142,10.714285714285714,2842642.034638264,0.0,0.0,0,11956.23338593571,2842642.034638264,2854598.268024199,2253607.584788903,0.0,6907.09278697749,0,43957.83048552068,2260514.677575881,2304472.508061401,-1.7902894017761448
2019-09-13 00:00:00+00:00,13.0,0.5714285714285714,0.5714285714285714,0.0,1.1428571428571428,14.142857142857142,15.285714285714286,2379264.9807159156,0.0,677.236355109493,0,52707.98964479078,2379942.2170710256,2432650.2067158152,4170001.024023903,0.0,5557.76783634014,0,20437.79832037299,4175558.791860243,4195996.590180615,0.6660261879013494
2019-09-20 00:00:00+00:00,12.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,12.428571428571429,12.714285714285714,3201229.9273970528,0.0,0.0,0,79814.40115675489,3201229.9273970528,3281044.3285538075,3466974.2933502486,2922.78099493984,6006.7268180726,0,3749.08852025983,3475903.8011632618,3479652.889683521,-0.021742177208349034
2019-09-27 00:00:00+00:00,10.142857142857142,0.2857142857142857,0.42857142857142855,0.0,1.0,10.857142857142858,11.857142857142858,2011180.5534565598,401.806362100055,0.0,0,100626.26889103821,2011582.35981866,2112208.628709698,2847317.314085624,120.135147626777,5557.76783634014,0,36037.87821794923,2852995.217069591,2889033.09528754,-1.2990262838406463
2019-10-04 00:00:00+00:00,9.285714285714286,0.14285714285714285,0.42857142857142855,0.0,0.7142857142857143,9.857142857142858,10.571428571428571,2243544.912333134,0.0,0.0,0,61065.7116939788,2243544.912333134,2304610.624027113,3023881.619103113,0.0,0.0,0,39252.64274765705,3023881.619103113,3063134.26185077,-1.8885420253632441
2019-10-11 00:00:00+00:00,11.142857142857142,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,11.714285714285714,12.285714285714286,3757203.327728375,0.0,0.0,0,41539.41823102909,3757203.327728375,3798742.745959404,2603512.01383561,0.0,6456.50672129057,0,38360.826413566945,2609968.5205569007,2648329.346970468,-0.611257918730948
2019-10-18 00:00:00+00:00,9.857142857142858,0.42857142857142855,0.5714285714285714,0.0,0.7142857142857143,10.857142857142858,11.571428571428571,3161405.379085947,401.806362100055,0.0,0,46314.94341431278,3161807.1854480472,3208122.12886236,2874172.243348939,120.135147626777,6239.885814619371,0,7996.09657908232,2880532.264311185,2888528.360890267,-1.4955315310148454
2019-10-25 00:00:00+00:00,11.0,0.42857142857142855,0.42857142857142855,0.0,1.4285714285714286,11.857142857142858,13.285714285714286,2061091.651707679,0.0,0.0,0,62600.44536481592,2061091.651707679,2123692.097072496,3780876.6075496757,0.0,4662.374093231,0,89550.65273809199,3785538.9816429066,3875089.634380998,-0.7095105423180474
2019-11-01 00:00:00+00:00,11.285714285714286,0.2857142857142857,0.42857142857142855,0.0,0.7142857142857143,12.0,12.714285714285714,3074632.034155273,0.0,0.0,0,86502.18042836,3074632.034155273,3161134.214583634,3175002.369794483,0.0,4662.374093231,0,12132.6039990214,3179664.743887714,3191797.347886735,-0.5130052951438474
2019-11-08 00:00:00+00:00,11.142857142857142,0.42857142857142855,0.2857142857142857,0.0,1.0,11.857142857142858,12.857142857142858,2755501.490544545,401.806362100055,0.0,0,212180.01053341257,2755903.296906645,2968083.3074400593,3064224.828653281,120.135147626777,4662.374093231,0,6522.69719714088,3069007.337894139,3075530.035091279,-0.611257918730948
2019-11-15 00:00:00+00:00,11.571428571428571,0.2857142857142857,0.5714285714285714,0.0,1.8571428571428572,12.428571428571429,14.285714285714286,2828829.8089825846,0.0,0.0,0,196045.1430899792,2828829.8089825846,3024874.9520725636,3462429.800377767,0.0,0.0,0,24933.8345138966,3462429.800377767,3487363.6348916627,-0.31650004796964853
2019-11-22 00:00:00+00:00,11.0,0.2857142857142857,0.42857142857142855,0.0,0.7142857142857143,11.714285714285714,12.428571428571429,3746507.273565166,401.806362100055,0.0,0,105072.348950399,3746909.079927266,3851981.4288776643,2795941.926845023,120.135147626777,6907.09278697749,0,21855.3180674962,2802969.154779628,2824824.472847124,-0.7095105423180474
2019-11-29 00:00:00+00:00,10.714285714285714,0.14285714285714285,0.5714285714285714,0.0,0.7142857142857143,11.428571428571429,12.142857142857142,2344010.518391935,0.0,0.0,0,100567.93434073379,2344010.518391935,2444578.452732669,2772865.510526485,0.0,4662.374093231,0,5147.64034657984,2777527.884619716,2782675.524966296,-0.9060157894922475
2019-12-06 00:00:00+00:00,10.285714285714286,0.42857142857142855,0.42857142857142855,0.0,1.0,11.142857142857142,12.142857142857142,3025710.5350079304,401.806362100055,0.0,0,100936.7331018802,3026112.3413700303,3127049.074471918,2468992.7556925155,958.655251100794,6456.50672129057,0,14259.15257581498,2476407.917664908,2490667.0702407225,-1.2007736602535457
2019-12-13 00:00:00+00:00,11.0,0.14285714285714285,0.2857142857142857,0.0,1.1428571428571428,11.428571428571429,12.571428571428571,2344457.407375142,0.0,321.376435526603,0,156539.1784931935,2344778.783810669,2501317.962303863,3188962.457781985,0.0,1550.92576148691,0,9953.78489418205,3190513.383543472,3200467.168437654,-0.7095105423180474
2019-12-20 00:00:00+00:00,11.142857142857142,0.0,0.5714285714285714,0.0,0.8571428571428571,11.714285714285714,12.571428571428571,1400517.177936978,0.0,0.0,0,69926.00844283988,1400517.177936978,1470443.186379818,3082779.619551211,0.0,6456.50672129057,0,17795.12307157066,3089236.126272501,3107031.2493440723,-0.611257918730948
2019-12-27 00:00:00+00:00,11.571428571428571,0.14285714285714285,0.8571428571428571,0.0,1.2857142857142858,12.571428571428571,13.857142857142858,2586051.2810498467,0.0,321.376435526603,0,131669.7957671531,2586372.657485374,2718042.453252526,3077502.640383048,0.0,8007.43248277748,0,6560.33273882038,3085510.072865826,3092070.405604646,-0.31650004796964853
2020-01-03 00:00:00+00:00,9.857142857142858,0.2857142857142857,0.42857142857142855,0.0,0.8571428571428571,10.571428571428571,11.428571428571429,3113678.0944304126,0.0,0.0,0,146586.0291734226,3113678.0944304126,3260264.123603835,2359892.304553799,0.0,0.0,0,14078.01331645433,2359892.304553799,2373970.3178702537,-1.4955315310148454
2020-01-10 00:00:00+00:00,10.857142857142858,0.0,0.42857142857142855,0.0,0.5714285714285714,11.285714285714286,11.857142857142858,3626784.049400786,0.0,0.0,0,90471.2567274828,3626784.049400786,3717255.30612827,2930900.138698332,0.0,0.0,0,11193.157026365981,2930900.138698332,2942093.2957246974,-0.8077631659051469
2020-01-17 00:00:00+00:00,10.857142857142858,0.2857142857142857,0.42857142857142855,0.0,0.7142857142857143,11.571428571428571,12.285714285714286,2067564.7415451487,0.0,321.376435526603,0,0.0,2067886.1179806748,2067886.1179806748,2867498.283271488,0.0,1550.92576148691,0,29808.07167905291,2869049.209032975,2898857.280712028,-0.8077631659051469
2020-01-24 00:00:00+00:00,11.285714285714286,0.42857142857142855,0.42857142857142855,0.0,1.1428571428571428,12.142857142857142,13.285714285714286,2138257.955946128,0.0,0.0,0,147241.4754348013,2138257.955946128,2285499.431380929,4222716.577062782,0.0,0.0,0,24030.51249393676,4222716.577062782,4246747.089556719,-0.5130052951438474
2020-01-31 00:00:00+00:00,10.428571428571429,0.0,0.42857142857142855,0.0,0.7142857142857143,10.857142857142858,11.571428571428571,2551325.4330914803,0.0,0.0,0,155508.19645017467,2551325.4330914803,2706833.629541655,2447965.153486495,0.0,0.0,0,7498.17704051965,2447965.153486495,2455463.330527015,-1.1025210366664464
2020-02-07 00:00:00+00:00,9.285714285714286,0.42857142857142855,0.2857142857142857,0.0,0.8571428571428571,10.0,10.857142857142858,1581274.618990861,0.0,0.0,0,223408.3318056924,1581274.618990861,1804682.950796553,1928696.048484297,0.0,6006.7268180726,0,0.0,1934702.7753023691,1934702.7753023691,-1.8885420253632441
2020-02-14 00:00:00+00:00,7.428571428571429,0.14285714285714285,0.42857142857142855,0.0,0.5714285714285714,8.0,8.571428571428571,1928232.1330740126,0.0,0.0,0,67189.54914846903,1928232.1330740126,1995421.6822224816,690153.571315099,0.0,0.0,0,17709.7150059839,690153.571315099,707863.2863210829,-3.1658261319955416
2020-02-21 00:00:00+00:00,8.857142857142858,0.42857142857142855,0.42857142857142855,0.0,0.7142857142857143,9.714285714285714,10.428571428571429,2078439.7932683951,5844.4362660837,0.0,0,258617.174893207,2084284.2295344789,2342901.404427686,1380344.6739053864,0.0,6456.50672129057,0,0.0,1386801.1806266762,1386801.1806266762,-2.183299896124544
2020-02-28 00:00:00+00:00,11.428571428571429,0.2857142857142857,0.5714285714285714,0.0,0.7142857142857143,12.285714285714286,13.0,1918728.918494154,0.0,321.376435526603,0,99373.21037820089,1919050.2949296809,2018423.505307882,2753526.666397805,0.0,1550.92576148691,0,0.0,2755077.592159291,2755077.592159291,-0.41475267155674794
2020-03-06 00:00:00+00:00,11.285714285714286,0.2857142857142857,0.2857142857142857,0.0,0.8571428571428571,11.857142857142858,12.714285714285714,2472021.8455292443,0.0,0.0,0,121099.56757974699,2472021.8455292443,2593121.413108991,2112843.9364378927,0.0,6006.7268180726,0,14830.65530493305,2118850.663255966,2133681.3185608992,-0.5130052951438474
2020-03-13 00:00:00+00:00,10.714285714285714,0.14285714285714285,0.42857142857142855,0.0,1.2857142857142858,11.285714285714286,12.571428571428571,1829055.4391201655,0.0,0.0,0,25736.77769472679,1829055.4391201655,1854792.2168148924,2320401.428667533,0.0,0.0,0,29276.521632993106,2320401.428667533,2349677.950300526,-0.9060157894922475
2020-03-20 00:00:00+00:00,11.428571428571429,0.2857142857142857,0.42857142857142855,0.0,0.8571428571428571,12.142857142857142,13.0,2930878.524818779,0.0,0.0,0,6047.55231050978,2930878.524818779,2936926.0771292886,2466101.628634991,0.0,0.0,0,9623.17258187455,2466101.628634991,2475724.801216866,-0.41475267155674794
2020-03-27 00:00:00+00:00,11.428571428571429,0.14285714285714285,0.2857142857142857,0.0,1.1428571428571428,11.857142857142858,13.0,3212771.6281799055,0.0,0.0,0,30038.607754777102,3212771.6281799055,3242810.2359346817,2975424.8730087467,0.0,1797.44777241417,0,27524.658234915652,2977222.320781161,3004746.979016077,-0.41475267155674794
2020-04-03 00:00:00+00:00,11.285714285714286,0.42857142857142855,0.42857142857142855,0.0,1.4285714285714286,12.142857142857142,13.571428571428571,3506475.53488414,0.0,0.0,0,121742.4605555446,3506475.53488414,3628217.995439684,3364372.909298553,0.0,4662.374093231,0,23213.79413223379,3369035.283391784,3392249.077524019,-0.5130052951438474
2020-04-10 00:00:00+00:00,10.428571428571429,0.14285714285714285,0.42857142857142855,0.0,1.2857142857142858,11.0,12.285714285714286,2565456.6551089245,0.0,0.0,0,90363.46279360293,2565456.6551089245,2655820.1179025285,2994832.115749295,0.0,6006.7268180726,0,3299.9434189296,3000838.842567368,3004138.785986297,-1.1025210366664464
2020-04-17 00:00:00+00:00,9.571428571428571,0.2857142857142857,0.42857142857142855,0.0,1.0,10.285714285714286,11.285714285714286,2527930.359355857,0.0,321.376435526603,0,52861.950013812224,2528251.735791383,2581113.685805196,3320891.779305303,0.0,1550.92576148691,0,6503.38173803364,3322442.70506679,3328946.086804823,-1.6920367781890453
2020-04-24 00:00:00+00:00,11.285714285714286,0.42857142857142855,0.2857142857142857,0.0,0.8571428571428571,12.0,12.857142857142858,2920809.594851448,401.806362100055,0.0,0,52080.74707368898,2921211.401213548,2973292.1482872367,2498280.191999425,120.135147626777,0.0,0,4266.56047277382,2498400.327147052,2502666.887619826,-0.5130052951438474
2020-05-01 00:00:00+00:00,10.428571428571429,0.2857142857142857,0.5714285714285714,0.0,1.4285714285714286,11.285714285714286,12.714285714285714,2322899.8048749627,0.0,0.0,0,159299.12186641144,2322899.8048749627,2482198.926741373,3117966.747493727,0.0,7358.4707143062,0,85559.95223686621,3125325.2182080327,3210885.1704449,-1.1025210366664464
2020-05-08 00:00:00+00:00,9.428571428571429,0.42857142857142855,0.42857142857142855,0.0,0.7142857142857143,10.285714285714286,11.0,2404123.3465164565,0.0,0.0,0,88773.3475020779,2404123.3465164565,2492896.6940185344,2974877.770349417,585.974253130771,0.0,0,2611.98917412792,2975463.744602548,2978075.733776676,-1.7902894017761448
2020-05-15 00:00:00+00:00,9.285714285714286,0.2857142857142857,0.42857142857142855,0.0,1.1428571428571428,10.0,11.142857142857142,2508046.9440433043,0.0,0.0,0,207548.96302063885,2508046.9440433043,2715595.9070639443,2744271.1505051954,0.0,0.0,0,23230.83667685713,2744271.1505051954,2767501.987182051,-1.8885420253632441
2020-05-22 00:00:00+00:00,10.714285714285714,0.42857142857142855,0.42857142857142855,0.0,0.8571428571428571,11.571428571428571,12.428571428571429,3320413.5766039477,0.0,0.0,0,56359.2040268693,3320413.5766039477,3376772.7806308162,3438179.300918934,0.0,0.0,0,40757.1867322109,3438179.300918934,3478936.487651145,-0.9060157894922475
2020-05-29 00:00:00+00:00,11.142857142857142,0.2857142857142857,0.2857142857142857,0.0,0.8571428571428571,11.714285714285714,12.571428571428571,3237873.389739906,0.0,0.0,0,3745.317739232813,3237873.389739906,3241618.707479139,3526445.436295849,0.0,5557.76783634014,0,6194.85155849779,3532003.204132189,3538198.055690687,-0.611257918730948
2020-06-05 00:00:00+00:00,11.571428571428571,0.5714285714285714,0.5714285714285714,0.0,1.5714285714285714,12.714285714285714,14.285714285714286,2225090.850485003,0.0,642.752871053206,0,133868.5044642957,2225733.6033560554,2359602.1078203507,2797928.1940831263,0.0,3101.85152297382,0,23914.6669793992,2801030.045606099,2824944.712585498,-0.31650004796964853
2020-06-12 00:00:00+00:00,10.714285714285714,0.2857142857142857,0.42857142857142855,0.0,1.4285714285714286,11.428571428571429,12.857142857142858,2824261.118184384,0.0,0.0,0,133256.5343999289,2824261.118184384,2957517.652584313,2780194.95797041,0.0,0.0,0,28671.638880241775,2780194.95797041,2808866.596850651,-0.9060157894922475
2020-06-19 00:00:00+00:00,11.142857142857142,0.5714285714285714,0.42857142857142855,0.0,1.0,12.142857142857142,13.142857142857142,3283202.1714900434,0.0,0.0,0,125198.37355278688,3283202.1714900434,3408400.5450428305,2711364.772792012,0.0,0.0,0,10558.5471557774,2711364.772792012,2721923.319947789,-0.611257918730948
2020-06-26 00:00:00+00:00,12.142857142857142,0.2857142857142857,0.42857142857142855,0.0,0.7142857142857143,12.857142857142858,13.571428571428571,3331259.055268222,0.0,0.0,0,55832.5261053942,3331259.055268222,3387091.581373617,3511765.0706910957,0.0,0.0,0,13002.663906633801,3511765.0706910957,3524767.73459773,0.07651044637875039
2020-07-03 00:00:00+00:00,11.428571428571429,0.42857142857142855,0.42857142857142855,0.0,1.2857142857142858,12.285714285714286,13.571428571428571,2604659.925615724,0.0,0.0,0,79814.40115675489,2604659.925615724,2684474.326772479,3600680.637070733,0.0,0.0,0,20768.92776921075,3600680.637070733,3621449.5648399433,-0.41475267155674794
2020-07-10 00:00:00+00:00,11.428571428571429,0.42857142857142855,0.42857142857142855,0.0,1.0,12.285714285714286,13.285714285714286,4082774.989872043,0.0,0.0,0,157231.54424371303,4082774.989872043,4240006.534115756,3364508.1205458143,0.0,7810.62664058483,0,13158.09286604105,3372318.747186399,3385476.84005244,-0.41475267155674794
2020-07-17 00:00:00+00:00,12.285714285714286,0.14285714285714285,0.7142857142857143,0.0,1.2857142857142858,13.142857142857142,14.428571428571429,2093934.292578349,0.0,321.376435526603,0,11636.63556058845,2094255.669013875,2105892.304574463,3917734.055093388,0.0,8007.43248277748,0,95822.38715069737,3925741.4875761652,4021563.8747268617,0.17476306996585103
