date,region,ISO3,ais_portcalls_container,ais_portcalls_general_cargo,ais_portcalls_dry_bulk,ais_portcalls_roro,ais_portcalls_tanker,ais_import_tanker,ais_export_tanker,ais_import_dry_bulk,ais_export_dry_bulk,ais_import_container,ais_export_container,ais_import_general_cargo,ais_export_general_cargo,ais_import_roro,ais_export_roro,value_import_total,value_export_total,volume_export_total,volume_import_total,trade_value,trade_volume,ObjectId
2020-08-07,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-08-14,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-08-21,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-08-28,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-09-04,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-09-11,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-09-18,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-09-25,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-10-02,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-10-09,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-10-16,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-10-23,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-10-30,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-11-06,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-11-13,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-11-20,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-11-27,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-12-04,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-12-11,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-12-18,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2020-12-25,China,CHN,5880.0,2334.0,5986.0,389.0,5044.0,43041565.3053821,12762098.5402071,191656800.385344,66132406.3108368,74330682.4707488,95607157.8132463,3875245.17842289,3292810.24888382,166671.433659531,264006.401709253,98.4963049831769,96.0926933320299,98.7590931223874,104.483916853228,96.9181739663807,101.621504987808,2934.0
2021-01-01,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-01-08,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-01-15,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-01-22,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-01-29,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-02-05,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-02-12,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-02-19,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-02-26,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-03-05,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-03-12,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-03-19,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-03-26,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-04-02,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-04-09,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-04-16,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-04-23,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-04-30,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-05-07,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-05-14,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-05-21,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-05-28,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-06-04,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-06-11,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-06-18,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-06-25,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-07-02,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-07-09,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-07-16,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-07-23,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-07-30,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-08-06,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-08-13,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-08-20,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-08-27,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-09-03,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-09-10,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-09-17,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-09-24,China,CHN,5764.0,2220.0,6268.0,426.0,4711.0,40153885.4071386,13142945.8231577,191254220.601523,74548804.3263072,78878543.1301611,106689964.247681,4123976.62867129,3172956.34203572,186675.046714922,308486.843316428,115.360480267617,113.748198443799,109.721009896316,109.383948429699,114.30190994792,109.552479163007,2942.0
2021-10-01,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-10-08,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-10-15,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-10-22,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-10-29,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-11-05,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-11-12,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-11-19,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-11-26,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-12-03,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-12-10,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-12-17,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-12-24,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2021-12-31,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2022-01-07,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2022-01-14,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2022-01-21,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2022-01-28,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2022-02-04,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2022-02-11,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2022-02-18,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2022-02-25,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2022-03-04,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2022-03-11,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
2022-03-18,China,CHN,5142.0,1961.0,6068.0,367.0,4454.0,36658102.1939659,12442999.4442067,188104864.026579,71096651.1822242,77464796.9712177,105254268.539127,3606514.92858527,3150756.74983883,128344.910818178,417765.72322728,128.558844114051,121.885314972792,108.002911025902,106.258778029908,124.17722808873,107.130844527905,2951.0
