date,bab_el-mandeb_strait_n_container,dover_strait_n_container,gibraltar_strait_n_container,malacca_strait_n_container,suez_canal_n_container,taiwan_strait_n_container,bab_el-mandeb_strait_n_total,dover_strait_n_total,gibraltar_strait_n_total,malacca_strait_n_total,suez_canal_n_total,taiwan_strait_n_total,bab_el-mandeb_strait_capacity_container,dover_strait_capacity_container,gibraltar_strait_capacity_container,malacca_strait_capacity_container,suez_canal_capacity_container,taiwan_strait_capacity_container,bab_el-mandeb_strait_capacity,dover_strait_capacity,gibraltar_strait_capacity,malacca_strait_capacity,suez_canal_capacity,taiwan_strait_capacity
2019-03-15 00:00:00+00:00,17.142857142857142,30.714285714285715,24.857142857142858,42.714285714285715,14.285714285714286,85.57142857142857,55.42857142857143,144.57142857142858,107.42857142857143,165.57142857142858,52.714285714285715,249.71428571428572,1014944.8365290632,720950.6796182193,814095.4637265425,1268155.807997564,858065.9707740296,1656631.4625766329,2495778.842285864,2674929.6382022942,2957006.6468425244,6142114.059906378,2357316.1982980827,5063585.715954515
2019-03-22 00:00:00+00:00,15.571428571428571,37.142857142857146,25.857142857142858,41.57142857142857,16.0,87.0,51.857142857142854,184.85714285714286,104.85714285714286,159.0,46.142857142857146,243.57142857142858,1030958.533620314,935967.5396038741,851783.958649127,1361503.6367434429,982689.6572933809,1680973.4367975157,2353147.7928740745,3150470.9377656686,2984409.114354094,6635682.785662198,2163843.4620641014,5008031.265140594
2019-03-29 00:00:00+00:00,17.285714285714285,34.714285714285715,23.142857142857142,42.0,17.0,87.0,51.714285714285715,161.71428571428572,108.28571428571429,170.14285714285714,51.0,239.0,1023931.7777550911,901165.4869144828,842670.9650653909,1325761.8064146214,1030961.5154457308,1741215.15731881,2418727.1018755473,3047625.9273840473,3202254.887071586,6404560.334093978,2430195.4124930045,4674904.554279547
2019-04-05 00:00:00+00:00,16.428571428571427,38.142857142857146,28.714285714285715,45.142857142857146,17.714285714285715,87.71428571428571,49.714285714285715,175.28571428571428,120.85714285714286,167.0,51.57142857142857,248.14285714285714,1035442.6912004001,1019140.9124088016,974319.1683213692,1355039.267078891,1055470.4084543232,1798030.347840727,2354039.200495953,3204562.1719709733,3250181.0010002297,6421450.378347748,2588807.1399339745,5082267.989924604
2019-04-12 00:00:00+00:00,17.714285714285715,35.42857142857143,26.857142857142858,47.142857142857146,17.285714285714285,85.14285714285714,56.142857142857146,165.57142857142858,112.14285714285714,178.57142857142858,51.142857142857146,233.42857142857142,1051275.0974117082,966622.6453526908,978652.6277093365,1472849.6549577843,1069284.4384959259,1734394.5708230357,2840149.3237191513,3163964.425073677,2911015.2624877556,7279770.407629217,2557051.079737924,4769357.222843737
2019-04-19 00:00:00+00:00,17.857142857142858,39.42857142857143,27.142857142857142,42.857142857142854,17.0,90.14285714285714,53.57142857142857,163.42857142857142,111.57142857142857,166.28571428571428,51.42857142857143,257.42857142857144,1122739.3219862466,1007530.9552360999,963557.8484418326,1337219.7202416344,1085802.9819482253,1813445.2239113585,2654675.424624606,3060448.3548253784,3085362.084528796,6562116.338197001,2559982.0190945757,5412673.563345757
2019-04-26 00:00:00+00:00,15.571428571428571,30.142857142857142,26.571428571428573,46.0,17.714285714285715,81.14285714285714,56.0,150.71428571428572,105.28571428571429,176.0,48.857142857142854,246.42857142857142,1011158.3278735551,816893.869187163,881295.5111724015,1453245.0450118843,1069611.9418401637,1635688.5069294784,2531092.80472786,2732263.081332063,2615123.738209183,6843491.289854316,2278459.8775439155,5177948.025971542
2019-05-03 00:00:00+00:00,17.714285714285715,33.0,26.0,42.57142857142857,17.571428571428573,80.42857142857143,52.285714285714285,132.71428571428572,108.85714285714286,166.42857142857142,52.57142857142857,219.42857142857142,1171533.1386679087,827646.9019378154,909845.1750403099,1317115.8861517864,1067280.1191518144,1643072.3333416043,2562772.5242041885,2302498.056674722,3133315.0117377155,6968671.565612555,2570405.3457296873,4712871.048607947
2019-05-10 00:00:00+00:00,16.857142857142858,34.714285714285715,28.428571428571427,43.0,18.285714285714285,88.57142857142857,51.0,155.42857142857142,113.0,162.14285714285714,50.142857142857146,245.14285714285714,1096777.0329310305,824961.2242185759,882996.7309275687,1481184.2568383913,1040163.6710040761,1780944.389047207,2625943.3933326653,2865806.552506647,2931500.641409856,6183364.162223208,2390147.234643624,5058114.250379642
2019-05-17 00:00:00+00:00,16.571428571428573,35.857142857142854,28.571428571428573,44.285714285714285,16.857142857142858,83.71428571428571,51.142857142857146,167.42857142857142,116.42857142857143,174.57142857142858,51.714285714285715,248.28571428571428,1055606.5116503686,946578.4882748092,963405.4049171327,1498106.8965354513,1006653.1924778557,1583860.253851887,2365408.4312072,2960936.66635839,3093396.922579547,6382904.132702694,2498037.247607743,5300881.944888598
2019-05-24 00:00:00+00:00,17.142857142857142,36.42857142857143,29.142857142857142,41.857142857142854,17.571428571428573,86.14285714285714,53.57142857142857,164.57142857142858,113.85714285714286,167.0,51.42857142857143,245.0,1096986.6481004439,916855.1776084314,998215.4617730392,1266874.982638677,1133622.7420886275,1687020.4854033159,2550667.61570691,3080387.860780794,3191805.6720518144,6257277.52949166,2580612.7835897356,5117212.714374098
2019-05-31 00:00:00+00:00,17.142857142857142,32.285714285714285,28.571428571428573,44.142857142857146,18.285714285714285,88.14285714285714,48.714285714285715,147.57142857142858,113.14285714285714,170.0,52.714285714285715,242.0,1069591.9360833114,920037.5777797418,971276.9495173554,1378992.9195627582,1056457.245717551,1783584.75596015,2276381.137259347,2813295.755649244,3066245.0936077456,6539306.57027305,2229602.4967088844,5117375.665729477
2019-06-07 00:00:00+00:00,15.571428571428571,35.0,28.0,39.857142857142854,16.0,86.28571428571429,48.714285714285715,163.42857142857142,119.85714285714286,156.28571428571428,50.57142857142857,248.28571428571428,985424.9484915225,906199.5082766444,946914.1310875908,1367395.7562866544,973104.9058706297,1800262.3526567828,2356360.4087303113,3030379.7725461684,3152125.126357786,5705956.199696894,2379851.8049746943,5255460.857194911
2019-06-14 00:00:00+00:00,15.857142857142858,33.285714285714285,29.142857142857142,42.42857142857143,17.142857142857142,90.57142857142857,50.0,164.42857142857142,111.0,162.14285714285714,49.42857142857143,245.71428571428572,1011530.3681935335,811675.518118053,928578.2838775906,1468336.9835888015,1083097.38833941,1835922.16634308,2523963.5766703584,2881335.4838914326,2908239.5817909674,5985207.2404952645,2600868.4761974574,5295618.489157783
2019-06-21 00:00:00+00:00,17.714285714285715,35.0,27.142857142857142,40.857142857142854,18.285714285714285,90.28571428571429,47.57142857142857,157.85714285714286,111.28571428571429,160.14285714285714,47.285714285714285,255.0,1118544.0257168491,912300.7126636993,964544.7565233009,1320625.9089485274,1131353.8939120548,1780266.3040944228,2325657.6357239042,2744798.0547625455,3005339.372517853,6071712.8552073855,2313277.005024277,5266447.199313049
