iso_year,week,global_total_events,global_disruption_events,extreme_crisis_events,high_velocity_media_events,black_swan_candidate_events,global_avg_impact,global_worst_event_impact,global_avg_sentiment,global_total_media_mentions,global_peak_event_media,maritime_conflict_events,infrastructure_attack_events,trade_restriction_events,protest_events,middle_east_disruption,asia_disruption,europe_disruption,russia_ukraine_disruption,egypt_disruption,yemen_disruption,unique_sources
2023,4,1101916,318649,107622,46,7,0.34848046217763079,-10,-2.1786224918559,6251818,690,19419,3585,67556,11901,21257,5738,10774,52415,1471,293,298532
2023,5,1088912,299389,97734,50,5,0.50181135097358054,-10,-2.0424662415266175,6180268,756,16293,3180,64982,10277,19005,9001,6373,50138,1091,295,293777
2023,6,1071045,275607,90441,58,6,0.673644244639579,-10,-1.8136379204805348,6116712,570,16065,3020,61485,9425,11130,8082,5627,45278,940,240,293562
2023,7,1085121,292079,95635,60,3,0.54425276075202544,-10,-1.8642235321714173,6154964,725,18822,3807,60429,9437,13302,9879,6738,52157,1074,302,295275
2023,8,1136342,297819,95516,70,9,0.625997630994892,-10,-1.8950100488574102,6342824,581,16311,3236,63926,9960,15623,10301,6399,63090,1016,372,298740
2023,9,1080784,289844,90005,54,8,0.58147881537847013,-10,-1.9311095700856367,6173153,470,15098,2332,60887,12503,15706,10164,5368,49583,964,279,296774
2023,10,1082744,301613,99720,58,3,0.44298577131024891,-10,-1.9977694861551245,6216361,460,16372,4065,61809,14219,17364,9382,5877,50261,1010,399,295682
2023,11,1117211,299798,89504,55,5,0.60631383156790164,-10,-1.8931690071830274,6355502,1100,13945,3392,65009,12913,13493,10073,6205,53205,1028,405,302141
2023,12,1251031,336869,100354,106,10,0.58357353771089115,-10,-1.8597109076834415,7025417,1004,15505,2959,76334,16751,16991,12337,6190,46368,1228,622,333308
2023,13,1670061,451566,139617,150,14,0.55961551012929411,-10,-1.86424763984463,9467985,1194,25656,3650,101918,20014,21559,14559,8076,62250,1572,559,460063
2023,14,1586083,438547,142472,114,0,0.48080678607703803,-10,-1.8961210872382588,8875780,1900,23647,6713,95459,15077,35441,17931,6549,61857,2217,597,429770
2023,15,1559661,414622,138056,107,7,0.53222792147006326,-10,-1.8237536574889195,8831383,830,26462,4757,91180,13498,19551,17207,6482,56645,1776,827,427440
2023,16,1517083,394352,122107,74,6,0.65258749113421732,-10,-1.7356935406568368,8678726,950,23871,2641,93357,13059,14363,14212,7123,50538,2348,603,429098
2023,17,1558615,397502,125217,120,12,0.69454828690417059,-10,-1.7013489006935272,8852935,700,20862,3671,96864,12462,16812,14257,6717,51228,3255,626,431899
2023,18,1503555,393451,130905,100,10,0.58852531304184375,-10,-1.6903455603280724,8484854,640,25723,4074,88733,14998,20174,9933,5988,54590,2433,483,420022
2023,19,1517872,401994,135878,75,5,0.58047767030971631,-10,-1.7733357333636646,8657582,400,23952,6189,87026,13396,24000,11662,6323,50643,2626,427,431642
2023,20,1548093,383348,120090,87,5,0.77905991435914568,-10,-1.5147092475359467,8766014,688,20630,4640,87158,11987,15535,10816,5761,55726,1872,406,434004
2023,21,1455528,374836,118186,75,4,0.678782407483738,-10,-1.5547341370941949,8336158,610,20332,2759,84118,11665,15695,10529,7310,53375,1704,357,420827
2023,22,1435663,371585,120524,123,5,0.63618662597002218,-10,-1.5599063743098049,8281227,1600,21039,3939,79828,13906,16673,12519,6390,51557,2599,398,412676
2023,23,1442824,371319,115023,69,1,0.67565710451917671,-10,-1.6873969883650206,8243030,690,19870,2606,80259,12220,15048,9996,6166,57461,2543,442,415983
2023,24,1452790,364969,116253,102,7,0.73238446681066327,-10,-1.6070907832230026,8362643,644,19927,4038,80102,11546,13546,9868,6349,47926,2098,462,420433
2023,25,1472397,369027,120438,102,3,0.70336364000643592,-10,-1.6634850943950628,8417856,607,20768,2981,78734,11408,20266,10637,5530,57531,2098,338,420054
2023,26,1349201,350328,109117,94,5,0.64543417645149348,-10,-1.6940042967971918,7841875,769,19362,2984,74938,13029,14225,7691,5429,49694,1526,321,396862
2023,27,1321823,350277,116863,86,9,0.60217396896102693,-10,-1.7826813047501926,7706749,728,21238,3423,71892,12728,23982,10088,5740,47703,1775,422,388093
2023,28,1430916,357778,110703,79,8,0.78626787065825865,-10,-1.5575150827013617,8217732,430,18260,3289,75969,12004,15158,9606,5527,48539,1529,424,407349
2023,29,1415806,372172,116014,87,5,0.62907627044421421,-10,-1.73806817087516,8068069,528,17501,4373,80766,13329,16080,8332,4960,58120,2237,650,401873
2023,30,1348609,356521,114546,97,6,0.597101970479146,-10,-1.751452304599376,7776023,530,17228,4051,76327,12515,14226,8824,4621,50210,1797,445,389742
2023,31,1329348,368205,119628,77,12,0.45474691519155569,-10,-1.99953958386622,7648371,468,18998,3192,82702,12305,14082,8586,4651,50706,1487,471,385251
2023,32,1284704,353484,115996,49,3,0.47529423120033792,-10,-1.9717500612274184,7459103,519,19430,3267,78649,10416,14343,10601,4680,43423,1414,535,376863
2023,33,1270707,345426,113689,60,6,0.50281843543545046,-10,-1.9022498712760159,7283504,601,18349,3511,79349,9908,13054,9655,4586,44581,1499,399,369132
2023,34,1340716,350987,117075,54,4,0.59593012631413989,-10,-1.7922188319621,7572160,1620,19704,2672,76764,10545,13532,9658,4865,48869,1290,542,382375
2023,35,1304720,347861,111824,60,6,0.5519249370362016,-10,-1.7843278569734793,7518330,936,19611,3044,75646,12714,14118,11409,5076,44023,1457,397,380188
2023,36,1397929,341156,107132,80,8,0.81237133608741408,-10,-1.4954114517841981,7947028,639,16240,2845,74584,10786,13457,11505,5212,50224,1507,325,397551
2023,37,1458061,359666,109038,108,6,0.7845341175712115,-10,-1.5680925669200632,8329891,1720,17011,3541,83113,12291,15731,9780,5740,48602,1787,338,415202
2023,38,1535076,391474,123513,69,3,0.7029545116984437,-10,-1.6850078389654872,8663475,750,19348,4045,82865,14021,18696,10235,5958,56236,2029,424,422832
2023,39,1428702,372630,119728,48,5,0.65634142039417476,-10,-1.7004558956816114,8167982,900,18890,2792,78783,13249,13396,9032,6560,45930,2242,667,407680
2023,40,1444525,402411,143268,60,10,0.44060102801958695,-10,-1.9751698925429477,8324829,1098,22539,6939,82431,12758,44000,7865,6159,43390,3912,494,416226
2023,41,1683392,489902,193286,67,8,0.25943265705947283,-10,-2.451689167640136,9317999,450,23782,10653,93663,16267,130986,9336,7306,34498,8517,677,444373
2023,42,1661550,477545,173126,53,4,0.35133793827326154,-10,-2.3940488636603443,9165634,560,22477,9532,91653,19944,112559,9497,7028,33838,10171,1096,439843
2023,43,1540793,433099,160900,95,8,0.38088775123442975,-10,-2.1845508909484006,8622315,553,23287,7168,81756,15151,87552,10673,5225,34626,5459,755,420737
2023,44,1510860,432819,161571,80,9,0.31417698696832147,-10,-2.2236688786657806,8428857,624,22512,6411,85137,15262,86740,8323,6178,36733,6452,1236,408442
2023,45,1494440,412408,149682,74,3,0.45091037567299419,-10,-1.9989389131113136,8397835,848,21393,5743,80139,16617,72323,8082,5704,34422,3819,1115,411588
2023,46,1455289,399180,138594,88,6,0.47880563847155932,-10,-1.9472131071363228,8286501,396,19335,4294,80726,15393,61493,9680,5636,34211,3286,1058,408716
2023,47,1357513,352755,125301,90,6,0.6600486772860894,-10,-1.8616029920299511,7847946,360,18339,3907,72438,12188,52323,7444,6343,33754,3442,1358,386326
2023,48,1416325,369798,127548,56,4,0.63902646019673526,-10,-1.9014211059789889,8129676,810,21190,3598,78655,11549,48282,7008,6251,34157,2580,1409,402360
2023,49,1413137,388450,134864,38,4,0.487318575466235,-10,-1.9596697942859569,8075172,440,21496,4556,78715,11269,50909,8288,5444,36020,3026,1569,403005
2023,50,1397368,378671,124708,65,5,0.5703166529026733,-10,-1.8868251720964155,7992270,450,18330,4996,77373,11587,47067,8368,6023,36702,2661,2520,397694
2023,51,1256011,355369,121570,50,1,0.45326391670003979,-10,-2.0406684371035291,7303143,340,19956,4362,75509,10731,43501,7561,5769,31756,2640,2831,371315
2023,52,1002653,310349,124674,33,11,0.04274163466812967,-10,-2.3276007925618396,5774727,450,17905,6419,59455,9028,47061,6059,4092,40322,2604,2016,293440
2023,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,1094487,334003,130525,31,5,0.11084846142530694,-10,-2.4964336016706485,6229245,385,19233,8397,63836,9040,49735,5933,4526,33106,1844,2123,316244
2024,2,1352558,390046,133971,56,8,0.34773368486737782,-10,-2.1907298666659609,7715500,520,18674,7320,76845,12629,54377,10298,6324,33859,2310,8942,388187
2024,3,1348536,388297,139608,48,3,0.31687214875984027,-10,-2.0404470071045839,7750223,660,18079,9138,75952,12318,62122,8707,6500,36087,2431,6319,390430
2024,4,1386631,382565,128009,40,7,0.51157254257994456,-10,-1.959133338681752,7938003,510,18423,6421,75729,12867,46764,7424,6957,41199,3096,4536,399604
2024,5,1409877,405406,139564,74,13,0.39889231314832785,-10,-2.1318989590987414,8124804,430,19178,5040,80751,14964,51058,7619,5974,37144,2545,4161,405412
2024,6,1386564,381143,124260,51,4,0.48946876480732049,-10,-1.9324306229753081,7928208,1240,17601,3937,78667,15157,43635,6987,5107,39368,4995,2799,402956
2024,7,1407953,382124,124021,71,11,0.55039696011932249,-10,-1.9795770075899719,7975260,770,18791,4741,78815,14504,47797,6138,7672,48443,7987,2060,401052
2024,8,1442110,395552,127245,42,7,0.530316239108801,-10,-2.0174931339640776,8205132,860,19134,4029,83132,15981,41297,7432,6529,59820,4474,3109,411631
2024,9,1466982,394249,126105,40,9,0.5869066705931153,-10,-1.8149111705367593,8367488,380,19881,3384,79418,17764,37372,6822,9420,49235,3220,1865,421766
2024,10,1425796,379911,120682,55,2,0.5986382343617207,-10,-1.7436540003195353,8163541,560,17750,4553,77990,16452,34676,8722,8035,43712,2353,2710,414766
2024,11,1382259,372835,120107,31,3,0.57255937209939889,-10,-1.7988491408969769,7966324,480,18080,3876,78430,15387,32255,8506,7003,49081,2536,1704,407665
2024,12,1411941,395134,130392,53,10,0.46680080824906856,-10,-2.0068157200412609,8130701,425,19804,4956,80821,14026,34373,10875,6364,54409,3305,1190,410134
2024,13,1308477,370836,121650,35,3,0.41168522787023709,-10,-2.0864078350892852,7484011,640,17427,4529,75846,13201,35326,12548,4629,50141,2237,818,382236
2024,14,1348816,390786,135012,44,4,0.338990327799091,-10,-2.084638296725732,7711319,320,18058,4372,77384,13411,58193,8884,5385,40717,2065,1076,391369
2024,15,1398710,400515,137631,49,8,0.3505141165788479,-10,-2.1085439873180754,7978770,1110,19823,6879,81271,11171,72641,9315,7432,38724,2195,1189,397973
2024,16,1409653,408703,142174,58,8,0.29844890905776073,-10,-2.1258581005048924,8040230,640,19652,9212,83784,14668,79070,9050,6081,38538,1956,945,403304
2024,17,1404610,392678,123656,64,1,0.48141434277130613,-10,-1.9325091547565507,8097288,1080,17564,4823,88990,20967,43572,11402,6908,38139,3294,952,403097
2024,18,1332453,386079,119102,63,4,0.36285084727191314,-10,-2.0814572839858303,7614752,560,16772,3377,88281,24821,43327,8596,6654,35482,3533,937,377111
2024,19,1361353,384878,122013,47,7,0.42970302338923277,-10,-1.8905466732096923,7748729,340,16294,3972,82739,18479,53477,10189,7369,40964,8266,652,389850
2024,20,1385725,386137,129522,40,6,0.44146599495858,-10,-1.8731394791965834,7976324,800,20445,3497,80791,15428,40297,10254,5242,44247,4762,766,402567
2024,21,1390163,378530,118844,62,11,0.53657204392037727,-10,-1.8933452970282272,7933994,650,16770,3685,82522,12374,46478,12129,6357,39837,3898,627,399547
2024,22,1355364,370767,121610,53,3,0.54055015601009282,-10,-1.7861264977699987,7779882,1040,17573,4624,79182,12022,46561,10764,6479,40894,6592,1664,391133
2024,23,1341158,349845,115197,61,4,0.62857277069517548,-10,-1.6434283899813151,7691902,870,16954,3492,74716,10907,35716,9121,6986,37026,2489,1192,388407
2024,24,1352076,347744,115264,31,2,0.6851100605440219,-10,-1.6623907849146087,7728038,240,18021,4210,74895,11085,31626,9583,5907,39453,2059,1367,385371
2024,25,1246996,335526,108895,46,5,0.56083777400871881,-10,-1.8027558174819402,7214852,412,17646,3119,71757,11486,28640,12145,5070,38628,1692,1175,363519
2024,26,1270036,346224,108335,57,1,0.55646840578979784,-10,-1.9659026686413927,7426353,555,16232,3488,76825,11622,28330,7791,4717,36305,1869,1058,374885
2024,27,1197882,311409,101994,30,1,0.62779171905079079,-10,-1.700144921027178,7007594,520,14870,3435,66207,10396,25680,7982,4841,30856,1847,582,359075
2024,28,1280247,336240,113179,62,4,0.62045214712473218,-10,-1.7311086277272338,7329352,770,19145,4953,66628,9609,24891,9530,5356,41050,1754,825,372953
2024,29,1242692,349507,121351,32,2,0.38274335072568261,-10,-1.8966078090891176,7133718,350,22970,2579,70023,11141,31047,7585,6860,32169,1834,3039,368423
2024,30,1232516,327112,104140,51,5,0.57509273713282383,-10,-1.7712517669087497,6982556,310,16711,2684,69647,13530,31455,7763,4923,29599,1693,1462,357636
2024,31,1265086,379124,132388,34,1,0.226979531019656,-10,-2.4281250439303279,7124633,970,17089,4401,82303,15582,56583,7033,7227,33376,1861,1215,361027
2024,32,1227826,366825,129667,45,2,0.18143523593733968,-10,-2.395444772035439,7009460,288,16248,4152,78663,16090,45605,5955,4497,40459,1986,1183,354343
2024,33,1211687,352390,124594,39,5,0.2810876589212547,-10,-2.2043706404591878,6890763,700,16521,3573,74016,12950,38251,6242,5783,47605,1648,790,349978
2024,34,1258686,352049,122082,43,6,0.39164025022920668,-10,-2.0169499302941549,7135651,720,16891,3497,73260,13424,34819,8071,6693,44621,2430,903,362171
2024,35,1246460,355492,125853,61,4,0.34226274953728952,-10,-2.1045611952004468,7177771,790,17787,4282,73402,11087,34049,9309,6231,44987,2121,769,363056
2024,36,1281280,351716,120909,33,1,0.47296831757042573,-10,-1.965942144057748,7352400,580,22252,3772,73491,12890,36212,8309,6400,38160,2390,706,372197
2024,37,1342398,367030,123009,47,2,0.4766277214358195,-10,-1.9533694295519404,7668011,808,19326,4454,77257,11413,35637,7964,6777,41584,1862,1118,385923
2024,38,1278845,350157,119253,45,4,0.46339028855033421,-10,-1.9124494959468215,7402259,495,17691,4577,70504,10126,41765,7992,5091,32804,1831,1149,378091
2024,39,1396918,382770,133756,61,2,0.44115140699125294,-10,-1.9357024072347908,7933921,1040,16717,6298,73614,11514,61950,9066,4938,35392,2110,1523,398210
2024,40,1368217,407306,159593,69,6,0.15177819015550773,-10,-2.1451332333689761,7832884,560,19362,14125,77155,13846,98525,6883,5642,29156,1986,2405,393460
2024,41,1346152,375299,134852,29,0,0.39313383629783422,-10,-1.9384712939703972,7659207,820,17840,7236,75296,11962,65755,9368,6149,33877,2129,867,387088
2024,42,1347176,373327,128717,52,2,0.44015411543588928,-10,-1.8692267322806642,7732769,688,17810,4850,75885,10683,55138,9309,6706,33409,1897,1090,390012
2024,43,1364033,377747,131624,37,1,0.45098256420482569,-10,-1.8922896233955009,7811098,783,17248,5073,72226,10945,53079,7713,5109,38510,1846,664,392393
2024,44,1254609,347597,116831,39,3,0.45146029676201521,-10,-1.8120785934428338,7178773,432,15030,4181,67769,11007,47291,7012,5544,36340,1681,619,367148
2024,45,1271969,332958,109701,41,5,0.58228730417172114,-10,-1.3890918842445126,7186961,350,14770,2911,66416,11457,34525,6862,6024,32891,1428,702,375418
2024,46,1283509,334321,109898,46,8,0.613604455296666,-10,-1.514920641829774,7382902,648,14157,3844,67565,11162,33507,7394,5920,36529,1341,789,380022
2024,47,1330780,373703,122727,27,3,0.43055731309053769,-10,-1.8647187201510123,7650929,464,16276,10059,77759,11441,36983,7524,6539,58564,1293,602,389066
2024,48,1257742,340450,112639,46,5,0.54456327291288587,-10,-1.8179554936382347,7375003,518,15436,4766,71490,12037,32192,8218,5227,41938,1297,418,371050
2024,49,1377979,366749,118072,54,4,0.59926631470091873,-10,-1.8548762048441327,7886230,730,16975,2384,78372,13733,28377,8409,5644,36621,1580,541,393429
2024,50,1364115,365356,121098,64,5,0.57184115708719607,-10,-1.8518501194330492,7804283,1170,16586,3223,78511,11246,32989,7559,5240,34660,2063,546,388728
2024,51,1281508,350415,114766,58,3,0.54305222613428972,-10,-1.905299631986564,7438407,330,16883,3406,76291,10492,29688,7437,7409,39016,1782,3067,375318
2024,52,949350,271623,97640,17,0,0.33678906620319032,-10,-2.0835773440312715,5522300,214,13304,3388,55749,8197,27486,6163,3958,37489,1453,3575,282341
2024,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,919021,260780,95129,32,2,0.34563356006010804,-10,-2.0768659745865943,5350231,580,14550,2611,54662,7841,24788,5559,4165,26301,1413,2015,272569
2025,2,1215343,331720,106566,33,1,0.51716758149757058,-10,-1.8977143041791291,6944406,550,14244,2075,75535,9368,23897,7224,5252,29431,1493,1639,356623
2025,3,1331295,341692,108486,43,3,0.7486108513366434,-10,-1.7296232333106227,7578600,468,14073,2954,78561,10083,29398,8990,5079,34642,1922,1235,384748
2025,4,1339913,352906,108689,40,1,0.68119706279437608,-10,-1.8023026911869386,7567102,456,14829,1287,80557,10691,27368,8795,5209,29354,2329,926,384383
2025,5,1300050,344200,103749,51,3,0.66332258501224817,-10,-2.0208364829782304,7431726,2800,14983,1482,77260,10646,27036,7779,5910,29928,4519,422,373344
2025,6,1328380,351184,100618,43,3,0.70618763061061074,-10,-1.8834239553041896,7482029,1748,14274,1271,77023,12285,30057,9197,4815,29172,3860,438,378945
2025,7,1371168,340967,94805,40,0,0.85141534168689015,-10,-1.6990551799880671,7703202,480,13226,1349,74611,10459,26883,7165,7791,37083,3883,629,384022
2025,8,1372068,341474,97175,70,3,0.86041936941533459,-10,-1.7273556133787733,7743692,1664,13904,1286,70654,11773,22987,7629,7472,45866,2208,366,381944
2025,9,1391810,347822,98788,58,5,0.8590032109290856,-10,-1.5783113143475052,7818991,650,13635,1162,74721,12024,22023,7885,5659,48504,2298,259,390767
2025,10,1360970,357827,105258,45,3,0.71014188513990362,-10,-1.6653602246898294,7649744,1200,13929,2122,77485,14408,22894,7995,5100,50907,2592,584,385787
2025,11,1374805,366363,109425,51,2,0.65400394531835493,-10,-1.8928204625519802,7749461,436,14303,2044,81635,15594,25685,6831,5471,46919,1604,2217,385498
2025,12,1376071,387363,118650,47,4,0.484356475792309,-10,-2.0722791004001309,7794519,496,15455,2993,84075,17453,37289,7429,5515,42456,2300,4292,388961
2025,13,1353205,373264,109597,41,5,0.540932456399645,-10,-1.9428766835635904,7693937,1025,14333,2591,83150,17227,31165,7572,5131,38960,1818,4257,382152
2025,14,1259550,339574,96752,36,4,0.63231439799928557,-10,-1.8821518866398561,7189059,750,13327,2509,74476,14995,29812,9558,5308,32368,1593,2034,362502
2025,15,1301362,342005,101497,67,7,0.68080104691523347,-10,-1.7736493865653893,7379276,1170,14250,2560,75850,13175,28635,14211,4805,34761,1934,1469,371995
2025,16,1279459,341510,103354,57,1,0.630520206275488,-10,-1.8659885323548386,7176111,1010,15704,2928,75443,12123,25606,10429,4960,39882,1593,2022,357594
2025,17,1406787,358647,114774,53,1,0.66774337550745155,-10,-1.9318909041782446,7703130,1080,17498,2556,75911,11190,23038,9063,4234,41854,1724,2115,378344
2025,18,1278758,349771,111920,46,4,0.535303823809327,-10,-1.84308378731594,7233580,530,15873,2171,74211,11772,27581,8370,4811,33171,1547,2816,365226
2025,19,1400975,372103,127968,53,7,0.55204318421099674,-10,-1.7519073010643069,7789713,630,18364,6364,77570,10203,27962,8208,6876,35514,1380,4090,394444
2025,20,1427820,350008,107444,37,1,0.83980005771067623,-10,-1.6299579461457079,7873764,560,14732,2308,77515,9884,26084,7534,6281,39090,1445,1749,393186
2025,21,1354024,358905,114490,25,1,0.6120694022757468,-10,-1.8238876990468784,7633843,545,20769,2580,77935,10350,36908,7647,5447,36193,1503,1113,385506
2025,22,1262655,335354,103647,47,1,0.61479219927581064,-10,-1.7489632141275167,7180247,810,16209,2589,72664,10028,28373,9644,6837,41084,1425,1289,364968
2025,23,1257712,349866,109738,65,7,0.46883038406248639,-10,-1.9835005196182203,7131055,490,17113,2721,78542,10454,28615,8685,6470,42107,2351,1580,363986
2025,24,1151909,346769,110194,50,6,0.24666275431718371,-10,-2.2898983360126026,6554298,530,14886,4020,74978,17306,57721,6750,3745,25373,1990,1260,329327
2025,25,5627,1778,551,1,0,0.26626977074817842,-10,-2.7369280373414635,27432,160,125,15,432,54,342,31,15,71,2,6,2318
2025,26,10548,2185,624,0,0,1.2771141448615857,-10,-2.0526902952312174,49568,40,77,24,634,75,314,51,25,147,6,6,3915
2025,27,844860,224744,71910,47,1,0.60547818573491263,-10,-1.8408734681944547,4848552,760,9539,2205,49439,6687,23541,5902,3534,25027,1139,876,247018
2025,28,1268044,337629,108111,75,3,0.59375423388638748,-10,-1.9292689262790619,7188685,432,15559,3080,72847,9961,32214,8862,5235,34768,1463,2395,366124
2025,29,1252729,346196,110845,49,2,0.54171833403180969,-10,-2.0111141875419389,7143760,570,15371,2023,74615,9888,33294,7620,5358,33129,1510,1589,362176
2025,30,1238688,337130,104791,41,0,0.60467260520809429,-10,-2.15676219456492,7067315,540,15109,2265,74411,10761,30596,7039,4256,29518,1581,1233,357109
2025,31,1221794,335558,103690,51,1,0.567997141907718,-10,-2.065178262086155,6908359,1270,15719,2167,72826,10183,31286,6794,4757,31233,1783,829,352474
2025,32,1219706,325554,99204,35,2,0.63917804782463994,-10,-1.9789634373849023,6837533,700,16005,1545,69392,10881,28375,7437,4456,33878,1636,550,351029
2025,33,1244913,327306,99806,62,5,0.66868276633207591,-10,-1.8999014263653158,6859696,350,14415,1488,68563,10800,27508,7397,4111,40879,1898,831,348434
2025,34,1276959,336720,100989,67,3,0.68201436539024884,-10,-1.8513173455708289,7055051,360,14320,2389,71518,9832,27873,7265,5624,45317,1763,1025,354901
2025,35,1240391,340925,108312,50,3,0.529222193736468,-10,-2.0126593534582997,7022233,490,17362,2139,69205,11737,33881,8031,5932,39152,2351,2133,354022
2025,36,1232396,330411,97857,69,2,0.59155061121321573,-10,-1.8377427695882216,7014898,558,14868,1965,69267,12045,25571,10255,5149,35676,1860,1570,357839
2025,37,1303765,389623,132817,37,4,0.23038918205804557,-10,-2.3379606404713851,7388705,310,25371,2260,77123,12678,39483,7132,5805,45290,2244,1528,373913
2025,38,1266069,352940,110836,50,2,0.46516548466157903,-10,-1.9234121333089116,7176828,620,18404,1529,71328,11624,34968,8131,5595,35842,2058,1175,365399
2025,39,1302198,347879,102384,33,4,0.60096582854527414,-10,-1.8486309647060162,7354786,380,18044,1405,71545,11325,33957,6689,5347,41194,2010,1072,372726
2025,40,1225426,335562,99129,46,2,0.56521796963171056,-10,-1.8971445873655974,7041291,810,16151,1971,71407,14925,32484,5881,5863,33761,1764,764,360193
2025,41,1256671,334020,101480,59,2,0.66519380585197008,-10,-1.7047693089366505,7111463,392,14778,1775,69278,11995,31156,6891,5374,28878,2659,580,360170
2025,42,1282041,330476,99778,75,8,0.72841375329558322,-10,-1.7267577499621753,7273174,700,13402,1714,68728,15196,27105,8659,5286,31936,2367,936,366463
2025,43,250758,64251,18926,19,0,0.73492678141301071,-10,-1.6720074758465742,1442013,290,2656,294,13060,3262,5083,1468,926,7088,395,237,70746
