date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2022/02/17 00:00:00+00,2022,2,17,chokepoint8,Gibraltar Strait,34,39,22,6,49,101,150,1075230.39814622,2055445.33541711,77122.7113356576,21017.4982630703,1334135.68345732,3228815.94316206,4562951.62661937,18630
2022/02/18 00:00:00+00,2022,2,18,chokepoint8,Gibraltar Strait,25,35,22,3,46,85,131,697367.502134387,1741376.59558902,92833.9926941965,4966.458005124,1004068.56644049,2536544.54842273,3540613.11486322,18631
2022/02/19 00:00:00+00,2022,2,19,chokepoint8,Gibraltar Strait,35,28,22,5,45,90,135,1265008.54862401,1023063.45740915,77324.6010424762,10337.6485153392,1203678.01347665,2375734.25559097,3579412.26906762,18632
2022/02/20 00:00:00+00,2022,2,20,chokepoint8,Gibraltar Strait,25,26,14,9,40,74,114,626230.09450136,1101977.9305058,70763.3631393332,41907.5961836165,849333.903220858,1840878.98433011,2690212.88755096,18633
2022/02/21 00:00:00+00,2022,2,21,chokepoint8,Gibraltar Strait,24,28,21,6,42,79,121,589936.235206559,1263250.80329694,64333.226489065,21847.2707157871,988320.074577486,1939367.53570835,2927687.61028584,18634
2022/02/22 00:00:00+00,2022,2,22,chokepoint8,Gibraltar Strait,22,29,18,5,45,74,119,747290.835983291,1037606.28493996,57077.6847749217,16801.9219420403,961497.229784869,1858776.72764022,2820273.95742509,18635
2022/02/23 00:00:00+00,2022,2,23,chokepoint8,Gibraltar Strait,27,36,20,1,43,84,127,732161.762223454,1358805.13242429,62409.0187648966,876.793863834022,981864.589518155,2154252.70727648,3136117.29679463,18636
2022/02/24 00:00:00+00,2022,2,24,chokepoint8,Gibraltar Strait,32,37,15,4,37,88,125,959529.691314104,1271306.27327752,60364.0906765312,12584.4707166023,983300.937847064,2303784.52598475,3287085.46383182,18637
2022/02/25 00:00:00+00,2022,2,25,chokepoint8,Gibraltar Strait,30,30,20,5,42,85,127,927540.853799651,1205349.29799874,65882.9274681151,21735.7893073972,1605267.14624995,2220508.8685739,3825776.01482385,18638
2022/02/26 00:00:00+00,2022,2,26,chokepoint8,Gibraltar Strait,31,30,15,6,26,82,108,908098.316810743,1321474.04612846,52365.6617392368,12442.584423411,709010.666334706,2294380.60910185,3003391.27543655,18639
2022/02/27 00:00:00+00,2022,2,27,chokepoint8,Gibraltar Strait,43,25,16,4,26,88,114,1737091.3531937,1336270.72681274,60536.8902438459,4637.83961655358,642522.312888261,3138536.80986684,3781059.1227551,18640
2022/02/28 00:00:00+00,2022,2,28,chokepoint8,Gibraltar Strait,48,17,31,8,45,104,149,1535310.23342864,1030756.23586692,140831.94251334,32323.9714257248,1033308.92248744,2739222.38323463,3772531.30572206,18641
2022/03/01 00:00:00+00,2022,3,1,chokepoint8,Gibraltar Strait,32,43,18,5,36,98,134,1302940.5464897,1806822.90756163,62458.0814486327,25660.9560303044,803191.675479438,3197882.49153027,4001074.1670097,18642
2022/03/02 00:00:00+00,2022,3,2,chokepoint8,Gibraltar Strait,26,37,15,3,49,81,130,627904.853676429,1693605.59720476,59959.9122601738,7778.55859272861,1574907.06794449,2389248.92173409,3964155.98967858,18643
2022/03/03 00:00:00+00,2022,3,3,chokepoint8,Gibraltar Strait,29,28,20,6,43,83,126,1080486.57909626,1357726.65080804,97005.2779785914,16519.8008911781,895270.75036164,2551738.30877407,3447009.05913571,18644
2022/03/04 00:00:00+00,2022,3,4,chokepoint8,Gibraltar Strait,26,37,24,7,41,94,135,1032922.14211222,1411559.86263978,95063.6434070435,9700.7534643864,986732.857561158,2549246.40162342,3535979.25918458,18645
2022/03/05 00:00:00+00,2022,3,5,chokepoint8,Gibraltar Strait,37,40,40,7,59,124,183,1223925.95990758,1432943.53692561,124048.931328979,4895.35250105084,1905935.03057011,2785813.78066321,4691748.81123333,18646
2022/03/06 00:00:00+00,2022,3,6,chokepoint8,Gibraltar Strait,32,42,17,6,36,97,133,928969.421667592,1530498.82963843,59064.7146473458,25368.5153555287,1113981.48452147,2543901.4813089,3657882.96583036,18647
2022/03/07 00:00:00+00,2022,3,7,chokepoint8,Gibraltar Strait,45,35,18,5,49,103,152,1518847.25843808,1554336.73629999,77181.2230880099,23474.6603206452,895104.715068643,3173839.87814673,4068944.59321537,18648
2022/03/08 00:00:00+00,2022,3,8,chokepoint8,Gibraltar Strait,32,42,22,5,57,101,158,914757.210729876,1557460.42018299,106043.775526982,17323.1619779406,1613851.96035088,2595584.56841779,4209436.52876867,18649
2022/03/09 00:00:00+00,2022,3,9,chokepoint8,Gibraltar Strait,31,37,18,5,43,91,134,1058411.9502187,1881278.4043042,80337.6035719882,20117.5503805288,1186621.30306617,3040145.50847542,4226766.81154159,18650
2022/03/10 00:00:00+00,2022,3,10,chokepoint8,Gibraltar Strait,31,27,30,9,37,97,134,1013477.87680959,850300.83872541,154808.239770283,42489.2234830252,928820.052368681,2061076.17878831,2989896.23115699,18651
2022/03/11 00:00:00+00,2022,3,11,chokepoint8,Gibraltar Strait,29,33,21,3,53,86,139,780881.113372028,1217537.39968798,63075.6317574131,9030.28341413088,1107417.71804773,2070524.42823155,3177942.14627928,18652
2022/03/12 00:00:00+00,2022,3,12,chokepoint8,Gibraltar Strait,29,32,18,3,40,82,122,1368690.56556459,1391156.85693909,73261.0087282328,876.793863834022,1099196.75070662,2833985.22509575,3933181.97580238,18653
2022/03/13 00:00:00+00,2022,3,13,chokepoint8,Gibraltar Strait,25,27,31,5,34,88,122,763608.986267547,1181857.82382442,123953.121928087,18901.941314285,461299.434852431,2088321.87333434,2549621.30818677,18654
2022/03/14 00:00:00+00,2022,3,14,chokepoint8,Gibraltar Strait,31,41,16,5,26,93,119,822469.088547841,1537810.34553722,45949.6802156385,23121.6781692224,658962.983342871,2429350.79246993,3088313.7758128,18655
2022/03/15 00:00:00+00,2022,3,15,chokepoint8,Gibraltar Strait,33,30,13,3,41,79,120,1102111.04987289,1076457.28830311,54024.9822354886,1192.2825555319,1240214.51109149,2233785.60296701,3474000.1140585,18656
2022/03/16 00:00:00+00,2022,3,16,chokepoint8,Gibraltar Strait,26,30,21,5,38,82,120,1010820.85411842,965781.344579354,71459.740181736,29028.0273522529,739715.815892412,2077089.96623176,2816805.78212417,18657
2022/03/17 00:00:00+00,2022,3,17,chokepoint8,Gibraltar Strait,35,34,28,7,41,104,145,1174707.38513829,1335918.28468785,137122.230864434,23853.3222372692,670191.540307642,2671601.22292785,3341792.76323549,18658
2022/03/18 00:00:00+00,2022,3,18,chokepoint8,Gibraltar Strait,37,26,27,1,42,91,133,1189384.36509193,1138682.59119894,98151.2450410678,0,1541162.85511225,2426218.20133194,3967381.05644419,18659
2022/03/19 00:00:00+00,2022,3,19,chokepoint8,Gibraltar Strait,21,29,24,8,37,82,119,555137.823264152,1578715.39214715,94142.9837662652,21576.3044222844,1265850.66887926,2249572.50359985,3515423.17247911,18660
2022/03/20 00:00:00+00,2022,3,20,chokepoint8,Gibraltar Strait,27,40,23,5,44,95,139,808789.133994581,1849495.39439253,116451.400575729,17555.8857796123,1113094.68368555,2792291.81474245,3905386.498428,18661
2022/03/21 00:00:00+00,2022,3,21,chokepoint8,Gibraltar Strait,44,26,22,9,37,101,138,1416888.98683545,1458737.53550245,61467.0483933963,20723.4375495217,1133108.29069515,2957817.00828082,4090925.29897597,18662
2022/03/22 00:00:00+00,2022,3,22,chokepoint8,Gibraltar Strait,42,27,24,4,46,97,143,1265390.03092005,779084.139350024,130531.734616789,14106.3446444361,1131686.13186541,2189112.2495313,3320798.3813967,18663
2022/03/23 00:00:00+00,2022,3,23,chokepoint8,Gibraltar Strait,31,29,20,6,49,86,135,1114892.10913811,1524047.87780931,63630.5334867006,21622.3500344975,1784011.24495402,2724192.87046861,4508204.11542263,18664
2022/03/24 00:00:00+00,2022,3,24,chokepoint8,Gibraltar Strait,32,32,23,4,40,91,131,1044673.6740369,1280312.3845135,65877.2558697652,21744.500683458,1073490.97600445,2412607.81510362,3486098.79110807,18665
2022/03/25 00:00:00+00,2022,3,25,chokepoint8,Gibraltar Strait,31,29,18,6,38,84,122,1032007.48214785,1601129.06864009,65476.641506949,23424.4104114968,886334.284355768,2722037.60270639,3608371.88706216,18666
2022/03/26 00:00:00+00,2022,3,26,chokepoint8,Gibraltar Strait,32,37,28,8,44,105,149,942284.04639376,1603138.53965297,103519.810597121,51045.2290528602,775492.870427411,2699987.62569671,3475480.49612412,18667
2022/03/27 00:00:00+00,2022,3,27,chokepoint8,Gibraltar Strait,31,35,24,6,37,96,133,962301.753255456,1537428.39074214,130753.58760466,7891.01385222775,1307204.78143798,2638374.74545449,3945579.52689247,18668
2022/03/28 00:00:00+00,2022,3,28,chokepoint8,Gibraltar Strait,26,25,19,4,45,74,119,1057307.35596952,1353624.34372662,76509.5327901523,7689.70930541334,1481078.47577057,2495130.9417917,3976209.41756227,18669
2022/03/29 00:00:00+00,2022,3,29,chokepoint8,Gibraltar Strait,41,35,36,4,63,116,179,1419491.34028979,1289727.3759242,131556.97394301,16041.3059368279,2070877.66699434,2856816.99609382,4927694.66308816,18670
2022/03/30 00:00:00+00,2022,3,30,chokepoint8,Gibraltar Strait,46,39,22,8,42,115,157,1771692.23468894,1757156.78628491,56790.9064265428,20552.7253673076,779368.840230846,3606192.6527677,4385561.49299854,18671
2022/03/31 00:00:00+00,2022,3,31,chokepoint8,Gibraltar Strait,27,33,17,3,40,80,120,730530.855496247,996876.171333383,45489.8061418319,14163.0530598832,1271744.50269607,1787059.88603134,3058804.38872741,18672
2022/04/01 00:00:00+00,2022,4,1,chokepoint8,Gibraltar Strait,36,39,24,5,51,104,155,833900.177051554,1529320.4670606,67261.8702545462,11338.1298670359,1570349.69857276,2441820.64423374,4012170.34280649,18673
2022/04/02 00:00:00+00,2022,4,2,chokepoint8,Gibraltar Strait,41,39,20,3,58,103,161,1324161.51731424,1413328.70949764,60011.6066757438,876.793863834022,2309215.78101062,2798378.62735146,5107594.40836208,18674
2022/04/03 00:00:00+00,2022,4,3,chokepoint8,Gibraltar Strait,36,28,18,2,45,84,129,1066173.92161681,818222.292500395,59170.0172455314,984.540982220365,916713.090913782,1944550.77234495,2861263.86325874,18675
2022/04/04 00:00:00+00,2022,4,4,chokepoint8,Gibraltar Strait,20,21,13,3,27,57,84,668275.535622521,971003.83962053,104227.680459784,12299.5963478115,682682.700667312,1755806.65205065,2438489.35271796,18676
2022/04/05 00:00:00+00,2022,4,5,chokepoint8,Gibraltar Strait,34,20,29,4,51,87,138,1014792.80509882,868309.965370158,112976.705793859,12441.5281589522,1649673.09154533,2008521.00442179,3658194.09596712,18677
2022/04/06 00:00:00+00,2022,4,6,chokepoint8,Gibraltar Strait,39,34,27,5,52,105,157,1630957.23079364,1436271.75354224,89321.8542440404,11159.3838123358,1248577.75413333,3167710.22239226,4416287.97652559,18678
2022/04/07 00:00:00+00,2022,4,7,chokepoint8,Gibraltar Strait,45,35,22,6,51,108,159,1568765.79749319,1663628.16733158,105571.867412154,11798.972363101,1751519.36144477,3349764.80460003,5101284.1660448,18679
2022/04/08 00:00:00+00,2022,4,8,chokepoint8,Gibraltar Strait,37,42,31,2,46,112,158,1149975.64821782,1722369.69043583,87156.5139939332,4419.13255048903,932546.103152785,2963920.98519808,3896467.08835086,18680
2022/04/09 00:00:00+00,2022,4,9,chokepoint8,Gibraltar Strait,34,28,21,7,48,90,138,845838.372864433,1296339.06546331,126002.660196023,16756.2498558706,688352.774233196,2284936.34837964,2973289.12261284,18681
2022/04/10 00:00:00+00,2022,4,10,chokepoint8,Gibraltar Strait,32,38,14,6,61,90,151,846550.444583832,1689741.06310847,49238.7217903079,23453.7869709244,2236377.95202475,2608984.01645354,4845361.96847829,18682
2022/04/11 00:00:00+00,2022,4,11,chokepoint8,Gibraltar Strait,35,36,18,8,48,97,145,1155234.40098146,1989338.45531111,62822.2245784146,24174.8557923151,1308362.15892416,3231569.93666331,4539932.09558747,18683
2022/04/12 00:00:00+00,2022,4,12,chokepoint8,Gibraltar Strait,35,35,19,6,50,95,145,1441051.01352052,1330824.22750671,104982.944326459,11913.4985933075,1752563.02321113,2888771.683947,4641334.70715812,18684
2022/04/13 00:00:00+00,2022,4,13,chokepoint8,Gibraltar Strait,24,21,28,5,43,78,121,665130.821371368,912996.384548624,92062.0141428807,7100.62571559161,1464129.70957381,1677289.84577846,3141419.55535228,18685
2022/04/14 00:00:00+00,2022,4,14,chokepoint8,Gibraltar Strait,40,33,27,6,47,106,153,1052108.41916037,1074769.92840201,73666.7448245851,20206.2508240314,1521062.04947916,2220751.343211,3741813.39269016,18686
2022/04/15 00:00:00+00,2022,4,15,chokepoint8,Gibraltar Strait,25,24,18,7,50,74,124,798658.207930132,768749.1013361,48835.3389650573,5198.34717637746,1025863.54157295,1621440.99540767,2647304.53698062,18687
2022/04/16 00:00:00+00,2022,4,16,chokepoint8,Gibraltar Strait,35,37,25,4,49,101,150,1402140.47910573,1471330.38125546,90031.8239007525,18215.3950865173,1324595.0318987,2981718.07934846,4306313.11124716,18688
2022/04/17 00:00:00+00,2022,4,17,chokepoint8,Gibraltar Strait,28,35,18,6,50,87,137,819520.733502647,1716734.83501603,53354.8469158442,26953.4635930289,1497949.65780507,2616563.87902755,4114513.53683262,18689
2022/04/18 00:00:00+00,2022,4,18,chokepoint8,Gibraltar Strait,27,27,12,4,55,70,125,946063.035819534,1110646.43922333,38271.2192587889,10586.9495346893,1763631.29343887,2105567.64383635,3869198.93727522,18690
2022/04/19 00:00:00+00,2022,4,19,chokepoint8,Gibraltar Strait,39,33,27,3,58,102,160,1381822.33274299,1450259.47998806,95964.6364113651,4624.3766122984,1567332.08307513,2932670.82575471,4500002.90882984,18691
2022/04/20 00:00:00+00,2022,4,20,chokepoint8,Gibraltar Strait,23,26,15,4,44,68,112,579092.736750964,1153179.84056184,62932.3835222865,16269.307684895,1017898.94262267,1811474.26851999,2829373.21114265,18692
2022/04/21 00:00:00+00,2022,4,21,chokepoint8,Gibraltar Strait,33,40,15,3,35,91,126,918021.653544894,1673792.62791322,74556.2222579859,12045.4621346184,708135.391416634,2678415.96585072,3386551.35726735,18693
2022/04/22 00:00:00+00,2022,4,22,chokepoint8,Gibraltar Strait,35,33,23,2,43,93,136,1173150.76294189,1694353.70987042,97927.0509631992,5776.64416500025,1638363.57683755,2971208.16794052,4609571.74477807,18694
2022/04/23 00:00:00+00,2022,4,23,chokepoint8,Gibraltar Strait,37,32,25,4,36,98,134,1213006.51447111,1433168.69797676,109700.378007144,11905.9799273811,611054.462036909,2767781.5703824,3378836.03241931,18695
2022/04/24 00:00:00+00,2022,4,24,chokepoint8,Gibraltar Strait,39,31,32,8,45,110,155,1471958.20858715,1126620.39843835,120867.129247125,26959.9241052576,886221.553943244,2746405.66037788,3632627.21432113,18696
2022/04/25 00:00:00+00,2022,4,25,chokepoint8,Gibraltar Strait,29,27,19,4,48,79,127,648047.821799699,1387062.0788096,55930.6407671404,9889.08947442603,1140028.53718092,2100929.63085086,3240958.16803179,18697
2022/04/26 00:00:00+00,2022,4,26,chokepoint8,Gibraltar Strait,37,31,24,3,60,95,155,1000815.70872057,1345812.98480533,117531.397295106,3978.22626543811,2066216.81210423,2468138.31708645,4534355.12919068,18698
2022/04/27 00:00:00+00,2022,4,27,chokepoint8,Gibraltar Strait,20,40,24,3,60,87,147,728389.048957478,1548819.15464843,79622.9058943703,3741.95899207185,1837970.7316771,2360573.06849235,4198543.80016945,18699
2022/04/28 00:00:00+00,2022,4,28,chokepoint8,Gibraltar Strait,42,32,25,6,49,105,154,1188156.64537736,1440193.49816726,91156.7236754094,35121.9316198314,1668555.82966223,2754628.79883986,4423184.62850209,18700
2022/04/29 00:00:00+00,2022,4,29,chokepoint8,Gibraltar Strait,23,41,16,4,40,84,124,748079.689422027,1828727.50292351,52118.502933536,15382.954638159,1215303.84222995,2644308.64991724,3859612.49214719,18701
2022/04/30 00:00:00+00,2022,4,30,chokepoint8,Gibraltar Strait,44,41,30,8,45,123,168,1610561.78617101,1674355.14343208,145532.010891617,24469.919542445,1650997.85477402,3454918.86003716,5105916.71481118,18702
2022/05/01 00:00:00+00,2022,5,1,chokepoint8,Gibraltar Strait,28,40,32,2,58,102,160,838559.187497096,1229280.18475094,96024.7066192747,876.570455213619,1282511.97293153,2164740.64932252,3447252.62225405,18703
2022/05/02 00:00:00+00,2022,5,2,chokepoint8,Gibraltar Strait,37,34,21,2,51,94,145,1056084.0287062,1266129.59859164,82885.3533877337,2329.394032935,1165885.24815721,2407428.37471851,3573313.62287571,18704
2022/05/03 00:00:00+00,2022,5,3,chokepoint8,Gibraltar Strait,39,38,20,3,51,100,151,1500797.8093991,2338477.79304946,65635.0344904653,12542.3688458743,1434946.85121661,3917453.0057849,5352399.8570015,18705
2022/05/04 00:00:00+00,2022,5,4,chokepoint8,Gibraltar Strait,32,35,19,5,50,91,141,825218.073124586,1265406.79530243,60583.4599875645,9223.29851541121,1692870.6353976,2160431.62692999,3853302.26232759,18706
2022/05/05 00:00:00+00,2022,5,5,chokepoint8,Gibraltar Strait,28,33,24,8,48,93,141,974931.651296478,1240991.29412341,109232.169988032,18809.1546936106,1621504.79564689,2343964.27010153,3965469.06574842,18707
2022/05/06 00:00:00+00,2022,5,6,chokepoint8,Gibraltar Strait,34,45,27,1,51,107,158,968116.825003939,2333744.7195402,79731.9108783755,3127.59517246089,1888369.97059515,3384721.05059497,5273091.02119012,18708
2022/05/07 00:00:00+00,2022,5,7,chokepoint8,Gibraltar Strait,30,36,28,7,49,101,150,1414378.05890976,1603322.78493184,88387.1657029454,45288.1097836806,1155343.66266183,3151376.11932822,4306719.78199005,18709
2022/05/08 00:00:00+00,2022,5,8,chokepoint8,Gibraltar Strait,32,26,29,8,39,95,134,981644.656410266,1074974.5605999,145142.754581749,7046.256814905,1362247.93054443,2208808.22840682,3571056.15895125,18710
2022/05/09 00:00:00+00,2022,5,9,chokepoint8,Gibraltar Strait,40,31,17,5,54,93,147,1229205.78203137,1006771.54838466,46365.9148928951,17366.1360450736,1228335.20089908,2299709.381354,3528044.58225308,18711
2022/05/10 00:00:00+00,2022,5,10,chokepoint8,Gibraltar Strait,32,32,15,2,53,81,134,824638.067396873,1197286.95569635,93528.594287249,9090.18314794088,1636759.53957082,2124543.80052841,3761303.34009924,18712
2022/05/11 00:00:00+00,2022,5,11,chokepoint8,Gibraltar Strait,34,30,19,9,40,92,132,1431728.27141899,807033.049166904,93268.1695965579,37619.3311903651,1171736.57948377,2369648.82137281,3541385.40085658,18713
2022/05/12 00:00:00+00,2022,5,12,chokepoint8,Gibraltar Strait,35,41,28,6,44,110,154,703980.442671706,1574268.67279467,129832.271001489,22375.6140971222,1055752.97215953,2430457.00056498,3486209.97272451,18714
2022/05/13 00:00:00+00,2022,5,13,chokepoint8,Gibraltar Strait,26,20,15,5,29,66,95,882400.810955741,532155.920986624,37823.958437021,7158.45319692114,382397.110019588,1459539.14357631,1841936.25359589,18715
2022/05/14 00:00:00+00,2022,5,14,chokepoint8,Gibraltar Strait,38,48,26,8,43,120,163,1483467.9339096,1871074.91521378,107519.665054761,16010.1818732939,1079666.38664543,3478072.69605143,4557739.08269686,18716
2022/05/15 00:00:00+00,2022,5,15,chokepoint8,Gibraltar Strait,26,27,28,2,57,83,140,686503.848739552,1235366.36167276,131955.384024036,0,2176454.22611972,2053825.59443635,4230279.82055607,18717
2022/05/16 00:00:00+00,2022,5,16,chokepoint8,Gibraltar Strait,41,29,21,4,44,95,139,1312780.16589873,1043179.18429139,65718.4552510086,11523.7414501507,1070364.12286389,2433201.54689128,3503565.66975517,18718
2022/05/17 00:00:00+00,2022,5,17,chokepoint8,Gibraltar Strait,32,29,24,4,54,89,143,954444.113431939,1027660.31581015,95768.6200606411,16131.3187758189,1754703.40582403,2094004.36807855,3848707.77390258,18719
2022/05/18 00:00:00+00,2022,5,18,chokepoint8,Gibraltar Strait,36,23,22,7,46,88,134,1141989.65539565,839730.90392105,105582.549940319,21202.7143701732,1290960.30060907,2108505.82362719,3399466.12423627,18720
2022/05/19 00:00:00+00,2022,5,19,chokepoint8,Gibraltar Strait,31,35,24,4,55,94,149,1058229.08500517,1280389.7254021,39372.3849152847,12036.4390772628,1665737.24738445,2390027.63439981,4055764.88178426,18721
2022/05/20 00:00:00+00,2022,5,20,chokepoint8,Gibraltar Strait,31,22,18,5,48,76,124,1134888.5993078,675069.355362776,71852.6477089938,8999.86771598474,962728.870967052,1890810.47009556,2853539.34106261,18722
2022/05/21 00:00:00+00,2022,5,21,chokepoint8,Gibraltar Strait,49,32,29,6,49,116,165,1273217.01686997,1155790.9873911,123532.574581828,17583.5595651846,1157558.60937504,2570124.13840809,3727682.74778313,18723
2022/05/22 00:00:00+00,2022,5,22,chokepoint8,Gibraltar Strait,30,35,30,7,50,102,152,1204760.43403087,1315931.77809629,83773.1853547347,30076.7430636871,1359165.15719144,2634542.14054558,3993707.29773702,18724
2022/05/23 00:00:00+00,2022,5,23,chokepoint8,Gibraltar Strait,32,39,15,4,41,90,131,760843.828003472,1128137.66699182,47256.6782588984,14049.2958509325,1329300.94349433,1950287.46910512,3279588.41259945,18725
2022/05/24 00:00:00+00,2022,5,24,chokepoint8,Gibraltar Strait,40,43,23,3,52,109,161,1232261.12514109,1889467.27134661,107701.32764703,13066.549934988,1855531.34058604,3242496.27406971,5098027.61465576,18726
2022/05/25 00:00:00+00,2022,5,25,chokepoint8,Gibraltar Strait,34,45,19,5,50,103,153,1210883.91825332,2444573.00547017,61726.5616062506,10925.1451687115,2084363.20502875,3728108.63049845,5812471.83552719,18727
2022/05/26 00:00:00+00,2022,5,26,chokepoint8,Gibraltar Strait,23,46,22,5,41,96,137,685544.383539427,1580650.26530804,79441.4569452736,24064.6769972643,982609.667506796,2369700.78279,3352310.4502968,18728
2022/05/27 00:00:00+00,2022,5,27,chokepoint8,Gibraltar Strait,32,34,19,2,51,87,138,1103116.86566145,1678692.43514483,77606.503754644,0,1217712.45467146,2859415.80456092,4077128.25923238,18729
2022/05/28 00:00:00+00,2022,5,28,chokepoint8,Gibraltar Strait,39,30,31,5,42,105,147,1140622.66898582,1285718.61613497,132021.558183038,12522.4545111756,1546043.51012368,2570885.297815,4116928.80793868,18730
2022/05/29 00:00:00+00,2022,5,29,chokepoint8,Gibraltar Strait,33,40,26,1,47,100,147,1069952.07272685,1714397.55941308,71529.9336995579,0,1418312.6365067,2855879.56583949,4274192.2023462,18731
2022/05/30 00:00:00+00,2022,5,30,chokepoint8,Gibraltar Strait,40,32,19,5,46,96,142,1067809.37744234,1751608.95250025,76734.28354486,11930.0062218929,1428720.98550022,2908082.61970934,4336803.60520956,18732
2022/05/31 00:00:00+00,2022,5,31,chokepoint8,Gibraltar Strait,47,29,17,11,49,104,153,1560251.048535,1291318.19560456,45201.2001642181,26494.7369263336,1507483.02793748,2923265.18123011,4430748.20916759,18733
2022/06/01 00:00:00+00,2022,6,1,chokepoint8,Gibraltar Strait,33,37,26,4,41,100,141,897904.078385115,1580599.18067587,100110.578271258,14779.1381337798,1581875.76836752,2593392.97546602,4175268.74383355,18734
2022/06/02 00:00:00+00,2022,6,2,chokepoint8,Gibraltar Strait,24,34,27,2,32,87,119,996307.066300865,1319464.6276058,94360.2242736976,7715.11909307214,653013.109024184,2417847.03727344,3070860.14629762,18735
2022/06/03 00:00:00+00,2022,6,3,chokepoint8,Gibraltar Strait,24,40,17,5,32,86,118,807334.274205224,1834559.81723323,26187.6529232958,22377.2971963712,906188.784857655,2690459.04155812,3596647.82641578,18736
2022/06/04 00:00:00+00,2022,6,4,chokepoint8,Gibraltar Strait,39,38,30,6,50,113,163,1274043.7375972,1100324.44673303,112085.770763289,17510.4557055175,1466531.02607571,2503964.41079904,3970495.43687476,18737
2022/06/05 00:00:00+00,2022,6,5,chokepoint8,Gibraltar Strait,31,35,27,2,50,95,145,984790.408672596,1400191.93747077,79528.9414509749,1377.49097345309,1821460.07857962,2465888.7785678,4287348.85714742,18738
2022/06/06 00:00:00+00,2022,6,6,chokepoint8,Gibraltar Strait,40,27,25,5,53,97,150,1092960.10270773,1315704.771806,79818.0672583599,22265.0592543828,957716.894974143,2510748.00102647,3468464.89600062,18739
2022/06/07 00:00:00+00,2022,6,7,chokepoint8,Gibraltar Strait,36,30,14,4,48,84,132,1308483.63541497,1118043.83012433,38095.4417320824,2766.38943221542,1059817.94316481,2467389.2967036,3527207.23986841,18740
2022/06/08 00:00:00+00,2022,6,8,chokepoint8,Gibraltar Strait,29,26,18,7,61,80,141,944896.748454029,1242848.32446102,72997.3590008537,10476.9893243248,2312335.82472679,2271219.42124023,4583555.24596702,18741
2022/06/09 00:00:00+00,2022,6,9,chokepoint8,Gibraltar Strait,41,35,31,10,49,117,166,1248608.02150544,1269908.35795151,94941.1145232396,34157.3375441997,1575106.134513,2647614.83152439,4222720.96603739,18742
2022/06/10 00:00:00+00,2022,6,10,chokepoint8,Gibraltar Strait,33,23,28,5,48,89,137,1020106.49943391,1054716.58802917,87182.4265634789,18635.7378881293,937023.106371239,2180641.25191468,3117664.35828592,18743
2022/06/11 00:00:00+00,2022,6,11,chokepoint8,Gibraltar Strait,34,27,23,6,43,90,133,1058460.98536808,1217809.54713531,114942.658324529,11254.8378697718,1529961.80667513,2402468.02869769,3932429.83537282,18744
2022/06/12 00:00:00+00,2022,6,12,chokepoint8,Gibraltar Strait,31,29,18,2,53,80,133,796538.495488074,1868891.14930983,61288.9458296919,643.556099522485,1783402.31249268,2727362.14672712,4510764.4592198,18745
2022/06/13 00:00:00+00,2022,6,13,chokepoint8,Gibraltar Strait,32,30,31,5,51,98,149,872491.301137623,1530157.75499927,118454.504434318,11292.2451118367,1804547.24343782,2532395.80568305,4336943.04912087,18746
2022/06/14 00:00:00+00,2022,6,14,chokepoint8,Gibraltar Strait,34,37,17,7,42,95,137,1474676.94689115,1383402.26784882,60251.6902807508,23437.6768994262,889476.423836918,2941768.58192014,3831245.00575706,18747
2022/06/15 00:00:00+00,2022,6,15,chokepoint8,Gibraltar Strait,36,30,22,8,49,96,145,1318391.97892131,1271444.86364063,82806.7021419418,21372.7932246811,1073949.59439953,2694016.33792857,3767965.9323281,18748
2022/06/16 00:00:00+00,2022,6,16,chokepoint8,Gibraltar Strait,25,34,30,2,51,91,142,677223.978101865,1503128.25926068,95718.242553505,9170.24530097407,2195597.10934039,2285240.72521702,4480837.83455741,18749
2022/06/17 00:00:00+00,2022,6,17,chokepoint8,Gibraltar Strait,30,34,24,3,51,91,142,915173.381690719,1342536.06181128,73030.1888754833,8212.73480952801,1227943.72837382,2338952.36718701,3566896.09556083,18750
2022/06/18 00:00:00+00,2022,6,18,chokepoint8,Gibraltar Strait,32,30,31,5,48,98,146,1128488.59516823,1466874.18698607,127624.349754208,8380.24269698083,1517029.03510495,2731367.37460549,4248396.40971044,18751
2022/06/19 00:00:00+00,2022,6,19,chokepoint8,Gibraltar Strait,35,25,28,7,41,95,136,830731.716033279,780959.755436392,124295.090019207,34152.207462921,748009.267091254,1770138.7689518,2518148.03604305,18752
2022/06/20 00:00:00+00,2022,6,20,chokepoint8,Gibraltar Strait,23,35,12,5,51,75,126,540883.035748409,2024080.12949623,34840.4339081533,14622.9395457218,1766637.11678537,2614426.53869852,4381063.65548389,18753
2022/06/21 00:00:00+00,2022,6,21,chokepoint8,Gibraltar Strait,42,36,19,4,47,101,148,1621115.52380359,1324277.53593376,66854.983529323,5587.958291174,858004.269222736,3017836.00155785,3875840.27078059,18754
