date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2020/04/08 00:00:00+00,2020,4,8,chokepoint1,Suez Canal,13,20,2,2,20,37,57,926849.89268562,876552.64794282,1582.28339076703,14836.6173064315,602999.152466362,1819821.44132564,2422820.593792,464
2020/04/09 00:00:00+00,2020,4,9,chokepoint1,Suez Canal,14,19,11,2,24,46,70,810935.102853012,1033542.27249635,56881.7593788505,8447.17218654429,762128.798325465,1909806.30691476,2671935.10524023,465
2020/04/10 00:00:00+00,2020,4,10,chokepoint1,Suez Canal,18,23,6,3,21,50,71,1238602.53189963,951304.383325879,21084.9734448342,8758.90234880855,1009103.60364049,2219750.79101915,3228854.39465964,466
2020/04/11 00:00:00+00,2020,4,11,chokepoint1,Suez Canal,16,14,3,3,22,36,58,984546.823072078,601294.61650595,5306.964867379,16821.8546757941,1274045.91019193,1607970.2591212,2882016.16931314,467
2020/04/12 00:00:00+00,2020,4,12,chokepoint1,Suez Canal,13,15,6,1,22,35,57,815971.969163543,563987.912375842,18074.6207092928,0,1338799.68571503,1398034.50224868,2736834.1879637,468
2020/04/13 00:00:00+00,2020,4,13,chokepoint1,Suez Canal,13,19,4,1,23,37,60,831483.326086706,875242.182633743,46832.3859979532,2706.22244249267,858365.165280369,1756264.11716089,2614629.28244126,469
2020/04/14 00:00:00+00,2020,4,14,chokepoint1,Suez Canal,17,13,14,3,18,47,65,1143572.24959213,637106.875610334,32111.0884183924,13632.0971585857,1399079.63524117,1826422.31077944,3225501.94602061,470
2020/04/15 00:00:00+00,2020,4,15,chokepoint1,Suez Canal,18,12,3,2,14,35,49,1162213.56862072,850218.200478774,6695.44948728236,13849.6958362006,906619.079124095,2032976.91442297,2939595.99354707,471
2020/04/16 00:00:00+00,2020,4,16,chokepoint1,Suez Canal,8,19,8,4,23,39,62,296023.261248392,1088315.91491363,29547.1600210133,10946.9963517972,606197.590309422,1424833.33253483,2031030.92284426,472
2020/04/17 00:00:00+00,2020,4,17,chokepoint1,Suez Canal,14,17,2,1,17,34,51,954557.602242495,799358.252075838,2971.40892396245,0,927776.305946105,1756887.2632423,2684663.5691884,473
2020/04/18 00:00:00+00,2020,4,18,chokepoint1,Suez Canal,16,13,9,3,20,41,61,1010773.57026947,656759.622466774,51737.5710299228,6347.3698484559,1048311.31908601,1725618.13361462,2773929.45270063,474
2020/04/19 00:00:00+00,2020,4,19,chokepoint1,Suez Canal,11,8,4,1,23,24,47,702459.263849732,171075.621690205,16921.7572149958,0,1178986.24151065,890456.642754932,2069442.88426559,475
2020/04/20 00:00:00+00,2020,4,20,chokepoint1,Suez Canal,16,19,5,0,20,40,60,1099933.47973289,831406.075717124,26843.5850969431,0,1031458.10451569,1958183.14054696,2989641.24506264,476
2020/04/21 00:00:00+00,2020,4,21,chokepoint1,Suez Canal,14,7,6,1,24,28,52,832852.374326851,213556.701584232,10517.8626077764,5170.73672808418,909668.185375721,1062097.67524694,1971765.86062266,477
2020/04/22 00:00:00+00,2020,4,22,chokepoint1,Suez Canal,18,17,9,1,23,45,68,1179546.02499907,945888.381942129,12851.2830910963,1178.3588446312,636646.506969148,2139464.04887693,2776110.55584608,478
2020/04/23 00:00:00+00,2020,4,23,chokepoint1,Suez Canal,19,11,8,5,18,43,61,993014.07964065,524391.624027501,27499.8452958716,28470.1545101889,1068106.34831888,1573375.70347421,2641482.05179309,479
2020/04/24 00:00:00+00,2020,4,24,chokepoint1,Suez Canal,12,22,4,0,20,38,58,786781.786730895,1392665.58342895,5235.71119372444,0,796959.348898915,2184683.08135357,2981642.43025249,480
2020/04/25 00:00:00+00,2020,4,25,chokepoint1,Suez Canal,16,20,11,2,19,49,68,1033940.89360817,1187860.88427554,43829.3757606091,9560.38247679992,936318.718447698,2275191.53612112,3211510.25456882,481
2020/04/26 00:00:00+00,2020,4,26,chokepoint1,Suez Canal,9,9,5,1,31,24,55,460640.592078486,609541.601292683,25879.1565537007,2719.9960823486,2063469.55152941,1098781.34600722,3162250.89753663,482
2020/04/27 00:00:00+00,2020,4,27,chokepoint1,Suez Canal,5,15,7,2,18,29,47,404080.588690785,793416.766237897,20253.8146174648,9072.7203920268,1083576.36575255,1226823.88993817,2310400.25569072,483
2020/04/28 00:00:00+00,2020,4,28,chokepoint1,Suez Canal,13,14,6,3,20,36,56,916960.673399967,510869.948745696,52403.9401405941,17525.4291288838,861221.371052819,1497759.99141514,2358981.36246796,484
2020/04/29 00:00:00+00,2020,4,29,chokepoint1,Suez Canal,12,10,4,2,16,28,44,779769.578302255,477072.64702137,9737.64065433331,0,1022460.88585111,1266579.86597796,2289040.75182907,485
2020/04/30 00:00:00+00,2020,4,30,chokepoint1,Suez Canal,16,14,7,1,20,38,58,895181.188264181,594884.942286193,41283.096749123,0,1012214.54142421,1531349.2272995,2543563.7687237,486
2020/05/01 00:00:00+00,2020,5,1,chokepoint1,Suez Canal,13,20,5,4,25,42,67,842107.484983466,1166933.30200419,38011.4669167224,26970.8614823418,1076856.84333818,2074023.11538672,3150879.95872491,487
2020/05/02 00:00:00+00,2020,5,2,chokepoint1,Suez Canal,16,13,8,0,24,37,61,991873.948996422,718418.561040729,26915.2013507439,0,1104195.47183782,1737207.71138789,2841403.18322572,488
2020/05/03 00:00:00+00,2020,5,3,chokepoint1,Suez Canal,18,14,9,3,20,44,64,714096.209236425,826331.65623915,55748.3519537262,14511.9361598782,1119192.12987782,1610688.15358918,2729880.283467,489
2020/05/04 00:00:00+00,2020,5,4,chokepoint1,Suez Canal,12,24,9,4,23,49,72,1047488.33081733,1598207.87315911,48234.2888581004,9162.12912262344,1247564.23516226,2703092.62195717,3950656.85711943,490
2020/05/05 00:00:00+00,2020,5,5,chokepoint1,Suez Canal,13,6,4,1,25,24,49,1097555.48369278,279858.864117396,6882.3023088997,0,1034047.46497845,1384296.65011907,2418344.11509752,491
2020/05/06 00:00:00+00,2020,5,6,chokepoint1,Suez Canal,15,8,4,2,22,29,51,638731.481870802,505275.579480375,13622.8374819642,7658.8404646502,1300671.730728,1165288.73929779,2465960.47002579,492
2020/05/07 00:00:00+00,2020,5,7,chokepoint1,Suez Canal,16,9,4,3,11,32,43,845836.335788654,1009800.23869161,23281.5757275889,11439.304747187,1014978.10265942,1890357.45495504,2905335.55761446,493
2020/05/08 00:00:00+00,2020,5,8,chokepoint1,Suez Canal,10,20,4,0,24,34,58,676472.694241868,1014511.32960284,6149.35648439958,0,1119863.51602144,1697133.38032911,2816996.89635054,494
2020/05/09 00:00:00+00,2020,5,9,chokepoint1,Suez Canal,18,11,2,0,25,31,56,1095058.8955203,698050.990921069,2396.32563448922,0,1178773.82993079,1795506.21207586,2974280.04200664,495
2020/05/10 00:00:00+00,2020,5,10,chokepoint1,Suez Canal,11,13,4,2,23,30,53,602892.450136392,627112.110605092,12217.8978190878,11473.8421549502,1425242.40341622,1253696.30071552,2678938.70413174,496
2020/05/11 00:00:00+00,2020,5,11,chokepoint1,Suez Canal,12,12,4,2,17,30,47,918086.450779168,708826.633355455,6264.31769054971,10726.7599098169,801426.173572717,1643904.16173499,2445330.33530771,497
2020/05/12 00:00:00+00,2020,5,12,chokepoint1,Suez Canal,11,11,8,0,14,30,44,952930.613725541,690427.470595216,31113.1191736124,0,933606.01028624,1674471.20349437,2608077.21378061,498
2020/05/13 00:00:00+00,2020,5,13,chokepoint1,Suez Canal,12,11,2,2,19,27,46,751932.961922855,477392.266765656,14462.1013538965,7219.8996653614,1082898.37257524,1251007.22970777,2333905.60228301,499
2020/05/14 00:00:00+00,2020,5,14,chokepoint1,Suez Canal,13,15,9,0,15,37,52,455933.098612376,922423.84043554,42445.9689412064,0,803300.637659876,1420802.90798912,2224103.545649,500
2020/05/15 00:00:00+00,2020,5,15,chokepoint1,Suez Canal,17,8,9,0,17,34,51,1089463.45096675,569178.394532289,20692.2803145255,0,255829.053663982,1679334.12581357,1935163.17947755,501
2020/05/16 00:00:00+00,2020,5,16,chokepoint1,Suez Canal,10,12,9,1,27,32,59,607865.430185861,633818.942877381,57574.1647187955,6459.37505600362,1230209.13219369,1305717.91283804,2535927.04503173,502
2020/05/17 00:00:00+00,2020,5,17,chokepoint1,Suez Canal,16,15,9,2,18,42,60,951976.465877498,629724.70544077,41120.1951268426,11084.9372246907,854462.281164373,1633906.3036698,2488368.58483417,503
2020/05/18 00:00:00+00,2020,5,18,chokepoint1,Suez Canal,11,11,6,4,23,32,55,707413.76345657,532213.156507629,19801.8633656037,9222.78066346088,1277226.12717492,1268651.56399326,2545877.69116818,504
2020/05/19 00:00:00+00,2020,5,19,chokepoint1,Suez Canal,20,4,4,0,19,28,47,1468743.46244023,265336.37986802,11345.0860707694,0,712528.892227693,1745424.92837902,2457953.82060671,505
2020/05/20 00:00:00+00,2020,5,20,chokepoint1,Suez Canal,13,13,5,0,9,31,40,684348.171274293,779549.74700863,8522.66430995779,0,431135.147432344,1472420.58259288,1903555.73002523,506
2020/05/21 00:00:00+00,2020,5,21,chokepoint1,Suez Canal,12,13,3,1,29,29,58,551510.752589265,483845.586464132,14169.823229632,5377.77555586441,1080578.40467782,1054903.93783889,2135482.34251672,507
2020/05/22 00:00:00+00,2020,5,22,chokepoint1,Suez Canal,20,16,3,1,17,40,57,1015476.50221944,970451.137463172,7369.18086211368,6701.55400919008,917927.76854842,1999998.37455392,2917926.14310234,508
2020/05/23 00:00:00+00,2020,5,23,chokepoint1,Suez Canal,13,8,8,2,17,31,48,1107568.80966276,387740.761485376,28930.1236755321,3233.40441843734,1036591.48541882,1527473.09924211,2564064.58466093,509
2020/05/24 00:00:00+00,2020,5,24,chokepoint1,Suez Canal,12,11,6,2,27,31,58,475956.396591745,593896.555316832,38402.234345893,4307.6189356776,1057261.68911631,1112562.80519015,2169824.49430646,510
2020/05/25 00:00:00+00,2020,5,25,chokepoint1,Suez Canal,13,5,4,3,17,25,42,901450.36571995,496739.040777304,3314.91547784902,15036.8754413913,502199.122785569,1416541.19741649,1918740.32020206,511
2020/05/26 00:00:00+00,2020,5,26,chokepoint1,Suez Canal,12,9,8,1,18,30,48,873624.895019978,524644.820903752,24822.6668520515,0,883344.07768993,1423092.38277578,2306436.46046571,512
2020/05/27 00:00:00+00,2020,5,27,chokepoint1,Suez Canal,13,7,2,2,14,24,38,847308.88158944,623522.47204984,21556.3033040417,16785.7200538973,525704.735633376,1509173.37699722,2034878.11263059,513
2020/05/28 00:00:00+00,2020,5,28,chokepoint1,Suez Canal,10,12,6,0,9,28,37,327622.618829507,625091.236028105,11636.1769703184,0,555570.92282627,964350.03182793,1519920.9546542,514
2020/05/29 00:00:00+00,2020,5,29,chokepoint1,Suez Canal,15,18,7,0,13,40,53,1122724.78067588,1080401.09115855,57204.6445451882,0,593857.662915124,2260330.51637961,2854188.17929474,515
2020/05/30 00:00:00+00,2020,5,30,chokepoint1,Suez Canal,14,7,4,2,16,27,43,981878.553772613,290351.447015024,5632.93661443566,18252.5376530427,894150.127829419,1296115.47505511,2190265.60288453,516
2020/05/31 00:00:00+00,2020,5,31,chokepoint1,Suez Canal,10,16,4,0,24,30,54,486025.99826427,770716.639858926,30493.4102263398,0,949094.588336708,1287236.04834954,2236330.63668624,517
2020/06/01 00:00:00+00,2020,6,1,chokepoint1,Suez Canal,13,16,5,1,20,35,55,995921.399767217,521294.303658642,12597.5276707912,0,1288082.12269647,1529813.23109665,2817895.35379312,518
2020/06/02 00:00:00+00,2020,6,2,chokepoint1,Suez Canal,16,11,4,2,21,33,54,803016.543191484,530143.374645789,9309.76639139205,4289.18435399699,884128.162040987,1346758.86858266,2230887.03062365,519
2020/06/03 00:00:00+00,2020,6,3,chokepoint1,Suez Canal,14,10,5,1,17,30,47,922093.15955645,832344.666184539,7468.88541480349,2849.87440258587,750445.445977995,1764756.58555838,2515202.03153637,520
2020/06/04 00:00:00+00,2020,6,4,chokepoint1,Suez Canal,14,13,8,0,19,35,54,591957.846431272,877780.437009973,43971.4772500775,0,733179.718180845,1513709.76069132,2246889.47887217,521
2020/06/05 00:00:00+00,2020,6,5,chokepoint1,Suez Canal,15,16,6,0,21,37,58,821098.106616053,664175.013205611,13797.1115732292,0,918604.687905602,1499070.23139489,2417674.9193005,522
2020/06/06 00:00:00+00,2020,6,6,chokepoint1,Suez Canal,21,6,1,3,12,31,43,1423970.96661293,494199.008472837,19638.7866974773,15696.2635493878,397110.398419484,1953505.02533263,2350615.42375212,523
2020/06/07 00:00:00+00,2020,6,7,chokepoint1,Suez Canal,8,16,3,2,12,29,41,553110.137005061,1192447.83360138,23247.5574315806,8491.05712545989,299312.26598445,1777296.58516348,2076608.85114793,524
2020/06/08 00:00:00+00,2020,6,8,chokepoint1,Suez Canal,11,12,10,1,16,34,50,579189.850294411,632405.423483814,34379.410074812,3888.31281877363,927349.202954938,1249862.99667181,2177212.19962675,525
2020/06/09 00:00:00+00,2020,6,9,chokepoint1,Suez Canal,13,9,8,2,8,32,40,924959.312136192,784348.504725527,25631.2369327876,5977.56822567363,419550.597581242,1740916.62202018,2160467.21960142,526
2020/06/10 00:00:00+00,2020,6,10,chokepoint1,Suez Canal,17,10,9,1,13,37,50,986620.002501326,716874.866452054,17218.6449058961,0,429128.005604522,1720713.51385928,2149841.5194638,527
2020/06/11 00:00:00+00,2020,6,11,chokepoint1,Suez Canal,13,11,4,2,12,30,42,923171.403785982,669918.507932377,2856.44349880027,7734.29552680624,330423.454319009,1603680.65074397,1934104.10506298,528
2020/06/12 00:00:00+00,2020,6,12,chokepoint1,Suez Canal,19,7,5,2,15,33,48,1441035.42560303,341527.127953288,7494.55255931334,2679.5226305509,443304.976504724,1792736.62874618,2236041.60525091,529
2020/06/13 00:00:00+00,2020,6,13,chokepoint1,Suez Canal,13,9,6,1,14,29,43,935792.860542282,762419.224255039,26388.322590285,3386.99056355461,758070.490683622,1727987.39795116,2486057.88863478,530
2020/06/14 00:00:00+00,2020,6,14,chokepoint1,Suez Canal,7,8,4,1,12,20,32,291100.356337447,484665.752750439,5253.99930183955,4350.65419821244,764431.003481669,785370.762587938,1549801.76606961,531
2020/06/15 00:00:00+00,2020,6,15,chokepoint1,Suez Canal,11,8,5,1,19,25,44,592231.883015628,419277.551117198,24143.5713877087,0,849749.757562385,1035653.00552053,1885402.76308292,532
2020/06/16 00:00:00+00,2020,6,16,chokepoint1,Suez Canal,14,8,3,3,16,28,44,965469.41948517,322424.673555193,2557.592624699,15922.1053036993,346020.622968386,1306373.79096876,1652394.41393715,533
2020/06/17 00:00:00+00,2020,6,17,chokepoint1,Suez Canal,9,11,8,1,17,29,46,533857.282309137,530813.681299234,27848.498654483,5429.22615062097,720251.801621077,1097948.68841348,1818200.49003455,534
2020/06/18 00:00:00+00,2020,6,18,chokepoint1,Suez Canal,12,10,5,3,9,30,39,751699.879831749,732031.28914903,30081.7259121132,15901.5907883227,426562.430987179,1529714.48568121,1956276.91666839,535
2020/06/19 00:00:00+00,2020,6,19,chokepoint1,Suez Canal,19,10,0,0,19,29,48,1227359.68945277,223849.800960291,0,0,759861.560456771,1451209.49041306,2211071.05086983,536
2020/06/20 00:00:00+00,2020,6,20,chokepoint1,Suez Canal,10,10,7,0,20,27,47,519120.452667411,574365.092560132,49712.0426728957,0,433156.127713025,1143197.58790044,1576353.71561346,537
2020/06/21 00:00:00+00,2020,6,21,chokepoint1,Suez Canal,15,9,3,3,10,30,40,1132158.4500815,582792.076807533,9497.71007099149,17100.3383644718,716977.667047522,1741548.5753245,2458526.24237202,538
2020/06/22 00:00:00+00,2020,6,22,chokepoint1,Suez Canal,12,6,4,0,12,22,34,800278.580761602,254915.422301488,5234.5047227942,0,565602.74744398,1060428.50778588,1626031.25522986,539
2020/06/23 00:00:00+00,2020,6,23,chokepoint1,Suez Canal,11,9,5,0,13,25,38,888510.414041105,385791.55050777,23954.5509221273,0,395847.385104201,1298256.515471,1694103.9005752,540
2020/06/24 00:00:00+00,2020,6,24,chokepoint1,Suez Canal,14,9,4,1,22,28,50,1093571.87235015,504483.872905124,4598.5798961857,8886.98819296062,876375.194551144,1611541.31334442,2487916.50789556,541
2020/06/25 00:00:00+00,2020,6,25,chokepoint1,Suez Canal,13,9,9,3,12,34,46,646369.949380743,581244.171027568,55433.0995351364,15251.7681615082,491347.781303001,1298298.98810496,1789646.76940796,542
2020/06/26 00:00:00+00,2020,6,26,chokepoint1,Suez Canal,16,11,5,2,17,34,51,937571.283836224,424388.386229635,27182.2873934104,4853.49515956922,560683.411084144,1393995.45261884,1954678.86370298,543
2020/06/27 00:00:00+00,2020,6,27,chokepoint1,Suez Canal,17,12,9,1,10,39,49,1004216.90440813,769097.968329681,46826.9132039924,9385.145678304,494017.301266389,1829526.93162011,2323544.2328865,544
2020/06/28 00:00:00+00,2020,6,28,chokepoint1,Suez Canal,12,13,5,5,16,35,51,903369.694815047,684297.252797693,41441.1728615565,24915.6914304115,747553.306874588,1654023.81190471,2401577.1187793,545
2020/06/29 00:00:00+00,2020,6,29,chokepoint1,Suez Canal,13,14,6,0,16,33,49,847801.431769674,582271.118872506,22188.4330550007,0,839431.778712765,1452260.98369718,2291692.76240995,546
2020/06/30 00:00:00+00,2020,6,30,chokepoint1,Suez Canal,10,9,8,3,19,30,49,697343.101693346,344248.770647017,48484.2741214703,7720.11903291318,623734.556272241,1097796.26549475,1721530.82176699,547
2020/07/01 00:00:00+00,2020,7,1,chokepoint1,Suez Canal,18,13,9,1,16,41,57,1038675.42696647,675403.010250742,29653.4883808969,4989.03255638139,576318.175005148,1748720.95815449,2325039.13315963,548
2020/07/02 00:00:00+00,2020,7,2,chokepoint1,Suez Canal,14,11,5,4,15,34,49,831239.775496015,514029.718471813,45955.4655003056,7552.95645412812,690966.317009786,1398777.91592226,2089744.23293205,549
2020/07/03 00:00:00+00,2020,7,3,chokepoint1,Suez Canal,17,8,6,1,14,32,46,1288815.26988096,427980.097575916,20070.246007357,7515.85771788894,977686.81733489,1744381.47118212,2722068.28851701,550
2020/07/04 00:00:00+00,2020,7,4,chokepoint1,Suez Canal,18,9,4,1,11,32,43,1175886.61456765,723013.331007047,10326.6074235658,9686.23581385484,357199.141844806,1918912.78881211,2276111.93065692,551
2020/07/05 00:00:00+00,2020,7,5,chokepoint1,Suez Canal,8,14,5,0,12,27,39,567477.775692099,993995.73521428,11853.698942321,0,524202.896390632,1573327.2098487,2097530.10623933,552
2020/07/06 00:00:00+00,2020,7,6,chokepoint1,Suez Canal,10,9,3,4,13,26,39,686652.273724003,362315.622169558,13932.1192583422,11862.3784953037,670498.125496432,1074762.39364721,1745260.51914364,553
2020/07/07 00:00:00+00,2020,7,7,chokepoint1,Suez Canal,11,18,5,0,15,34,49,764660.589646403,852343.379293546,43301.3842463715,0,286141.423354684,1660305.35318632,1946446.776541,554
2020/07/08 00:00:00+00,2020,7,8,chokepoint1,Suez Canal,14,9,1,0,12,24,36,1085408.8137245,595721.755359769,572.55827559,0,620687.114559216,1681703.12735986,2302390.24191907,555
2020/07/09 00:00:00+00,2020,7,9,chokepoint1,Suez Canal,20,6,5,1,17,32,49,961379.197783124,254616.608114665,30112.4041660991,2996.42609454945,761582.844581818,1249104.63615844,2010687.48074026,556
2020/07/10 00:00:00+00,2020,7,10,chokepoint1,Suez Canal,18,6,6,1,10,31,41,1230174.28443378,509917.977507087,24394.0714917941,4776.12762114329,452954.791293178,1769262.4610538,2222217.25234698,557
2020/07/11 00:00:00+00,2020,7,11,chokepoint1,Suez Canal,18,8,8,2,10,36,46,1132514.07509622,348429.777161333,21054.9839100309,8013.384911626,408324.780525023,1510012.22107921,1918337.00160423,558
2020/07/12 00:00:00+00,2020,7,12,chokepoint1,Suez Canal,14,10,5,2,10,31,41,752996.632237313,785868.499821137,24384.5729670188,12567.5525361988,369552.096093383,1575817.25756167,1945369.35365505,559
2020/07/13 00:00:00+00,2020,7,13,chokepoint1,Suez Canal,11,8,3,4,9,26,35,834621.401630917,431397.326569201,12049.5021974824,17593.2930350676,378595.495425106,1295661.52343267,1674257.01885777,560
2020/07/14 00:00:00+00,2020,7,14,chokepoint1,Suez Canal,13,13,7,0,13,33,46,695574.013895704,884844.934014455,36603.6087857537,0,532605.478201882,1617022.55669591,2149628.03489779,561
2020/07/15 00:00:00+00,2020,7,15,chokepoint1,Suez Canal,13,6,8,3,12,30,42,954774.588860698,449862.749735567,18353.137801418,8878.42385112707,396681.018063721,1431868.90024881,1828549.91831253,562
2020/07/16 00:00:00+00,2020,7,16,chokepoint1,Suez Canal,12,17,9,0,16,38,54,568776.833802853,800615.507112629,26466.9368163674,0,727529.356598001,1395859.27773185,2123388.63432985,563
2020/07/17 00:00:00+00,2020,7,17,chokepoint1,Suez Canal,24,12,5,4,14,45,59,1629217.03509144,732119.825434849,6389.03104307939,12184.5572871617,677976.83986878,2379910.44885653,3057887.28872531,564
2020/07/18 00:00:00+00,2020,7,18,chokepoint1,Suez Canal,17,7,3,3,13,30,43,1216257.8654179,451303.213351483,19980.2434695557,12993.4423879414,461146.891432362,1700534.76462688,2161681.65605925,565
2020/07/19 00:00:00+00,2020,7,19,chokepoint1,Suez Canal,12,8,7,3,15,30,45,792900.52908214,501612.86403089,48821.8751535418,0,498380.60552854,1343335.26826657,1841715.87379511,566
2020/07/20 00:00:00+00,2020,7,20,chokepoint1,Suez Canal,15,12,6,1,13,34,47,814168.955966447,876556.642845451,24717.4527276109,7816.62800504856,633617.391516414,1723259.67954456,2356877.07106097,567
2020/07/21 00:00:00+00,2020,7,21,chokepoint1,Suez Canal,14,12,4,2,15,32,47,1110354.48519163,443150.16548373,19873.9020520974,9421.37850048359,398008.624374928,1582799.93122794,1980808.55560287,568
2020/07/22 00:00:00+00,2020,7,22,chokepoint1,Suez Canal,11,11,7,1,11,30,41,721533.005090833,536257.757016806,17314.2230211135,7358.93652165326,567614.374956803,1282463.92165041,1850078.29660721,569
2020/07/23 00:00:00+00,2020,7,23,chokepoint1,Suez Canal,15,12,9,2,11,38,49,889190.328012451,483350.958940182,45557.3795726215,3851.06722585937,447884.119813514,1421949.73375111,1869833.85356463,570
2020/07/24 00:00:00+00,2020,7,24,chokepoint1,Suez Canal,18,15,5,0,10,38,48,1404271.06536058,546192.285738513,16606.0439172096,0,216307.801857566,1967069.3950163,2183377.19687387,571
2020/07/25 00:00:00+00,2020,7,25,chokepoint1,Suez Canal,16,12,5,3,12,36,48,1040778.43063187,973034.030221578,13296.3217242692,17770.0319969739,736456.678687439,2044878.81457469,2781335.49326213,572
2020/07/26 00:00:00+00,2020,7,26,chokepoint1,Suez Canal,15,18,8,3,16,44,60,1007272.1678502,615112.232646616,49589.6316977106,10474.3394499193,555154.538099787,1682448.37164444,2237602.90974423,573
2020/07/27 00:00:00+00,2020,7,27,chokepoint1,Suez Canal,13,14,3,3,16,33,49,1002566.76823939,902466.042940502,26441.8883820843,20100.4457910015,799720.990811737,1951575.14535298,2751296.13616471,574
2020/07/28 00:00:00+00,2020,7,28,chokepoint1,Suez Canal,19,9,3,2,13,33,46,1139188.93728992,658854.575331144,20317.4071404826,11021.5027318127,551822.665787312,1829382.42249336,2381205.08828068,575
2020/07/29 00:00:00+00,2020,7,29,chokepoint1,Suez Canal,15,10,4,2,9,31,40,1010727.496068,643499.856167399,13075.3817765326,4538.76910375648,196978.510253421,1671841.50311569,1868820.01336911,576
2020/07/30 00:00:00+00,2020,7,30,chokepoint1,Suez Canal,13,21,7,1,12,42,54,798531.90761563,690285.733283346,27361.5200537592,6456.71717576701,558935.097311636,1522635.8781285,2081570.97544014,577
2020/07/31 00:00:00+00,2020,7,31,chokepoint1,Suez Canal,18,14,6,0,18,38,56,1301514.45810065,765573.150517909,4012.4829809436,0,479465.886523574,2071100.0915995,2550565.97812307,578
2020/08/01 00:00:00+00,2020,8,1,chokepoint1,Suez Canal,18,7,0,2,14,27,41,1161802.3954923,326805.364277727,0,9253.1281130106,831959.427340301,1497860.88788304,2329820.31522334,579
2020/08/02 00:00:00+00,2020,8,2,chokepoint1,Suez Canal,12,17,6,1,12,36,48,659702.778355889,994614.305525291,29186.8288965341,6492.47195734827,567201.114636401,1689996.38473506,2257197.49937146,580
2020/08/03 00:00:00+00,2020,8,3,chokepoint1,Suez Canal,15,16,9,2,10,42,52,902697.341516905,582138.65805022,32828.2905976995,14156.6160083121,261318.315899918,1531820.90617314,1793139.22207305,581
2020/08/04 00:00:00+00,2020,8,4,chokepoint1,Suez Canal,19,14,6,1,10,40,50,1318865.14412485,469257.600789656,23438.6699146573,0,220219.029494339,1811561.41482916,2031780.4443235,582
2020/08/05 00:00:00+00,2020,8,5,chokepoint1,Suez Canal,16,12,6,1,14,35,49,992834.20293623,283587.317474851,47117.1551856413,0,566831.6598207,1323538.67559672,1890370.33541742,583
2020/08/06 00:00:00+00,2020,8,6,chokepoint1,Suez Canal,13,23,2,4,14,42,56,691751.892789298,1163334.95607866,9624.18988746471,9171.02179190762,458493.092700312,1873882.06054733,2332375.15324764,584
2020/08/07 00:00:00+00,2020,8,7,chokepoint1,Suez Canal,19,12,5,1,13,37,50,1038505.89817361,754586.601738883,7219.72982216844,3978.21572663134,814917.246824918,1804290.4454613,2619207.69228621,585
2020/08/08 00:00:00+00,2020,8,8,chokepoint1,Suez Canal,19,8,2,2,11,31,42,1359761.94564357,678764.70468435,17379.6817082905,13308.1277659913,450560.806925331,2069214.4598022,2519775.26672753,586
2020/08/09 00:00:00+00,2020,8,9,chokepoint1,Suez Canal,13,10,2,0,10,25,35,797602.826115332,362100.155045027,461.456537314289,0,643226.333912307,1160164.43769767,1803390.77160998,587
2020/08/10 00:00:00+00,2020,8,10,chokepoint1,Suez Canal,13,21,12,1,11,47,58,674371.462688475,867481.385428727,34768.7135128163,4621.69085314395,307784.363851713,1581243.25248316,1889027.61633488,588
2020/08/11 00:00:00+00,2020,8,11,chokepoint1,Suez Canal,17,9,3,3,8,32,40,1040096.95774134,782419.565502611,17542.085889727,15461.2076660643,605932.497227721,1855519.81679974,2461452.31402746,589
2020/08/12 00:00:00+00,2020,8,12,chokepoint1,Suez Canal,15,14,6,1,10,36,46,994745.841381721,711150.524925302,7781.73584358309,3449.30128540936,249553.022628217,1717127.40343602,1966680.42606423,590
2020/08/13 00:00:00+00,2020,8,13,chokepoint1,Suez Canal,13,11,7,2,20,33,53,529324.698284711,450788.812362368,42250.0681412665,11202.7113081853,737046.723642959,1033566.29009653,1770613.01373949,591
2020/08/14 00:00:00+00,2020,8,14,chokepoint1,Suez Canal,19,19,5,1,11,44,55,1226984.91256926,871558.326532983,4292.79953405533,2746.08196490322,337453.691662191,2105582.1206012,2443035.81226339,592
2020/08/15 00:00:00+00,2020,8,15,chokepoint1,Suez Canal,19,12,4,3,9,38,47,1360448.44481992,699567.344901068,19472.7058937181,8980.27631660608,642536.374614736,2088468.77193131,2731005.14654605,593
2020/08/16 00:00:00+00,2020,8,16,chokepoint1,Suez Canal,15,15,8,4,7,42,49,1090181.4037347,1103650.46539704,18805.6820963644,18260.1992976096,521862.877315561,2230897.75052571,2752760.62784127,594
2020/08/17 00:00:00+00,2020,8,17,chokepoint1,Suez Canal,15,17,4,4,20,40,60,1003089.05531456,696422.87877028,11347.5792891507,17426.3515122882,860124.734149636,1728285.86488628,2588410.59903592,595
2020/08/18 00:00:00+00,2020,8,18,chokepoint1,Suez Canal,14,9,4,1,16,28,44,708194.110124874,612140.857309681,38631.2575184819,5263.11763280243,1123152.80615701,1364229.34258584,2487382.14874285,596
2020/08/19 00:00:00+00,2020,8,19,chokepoint1,Suez Canal,19,19,6,1,6,45,51,1264124.02569739,1090194.45615947,60530.0995812527,7991.2185442023,287000.959227027,2422839.79998231,2709840.75920934,597
