date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,ObjectId
2025/04/23 00:00:00+00,2025,4,23,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,1,12,13,331716.696422753,0,0,0,0,331716.696422753,331716.696422753,718452.193094361,0,0,0,0,718452.193094361,718452.193094361,3504165
2025/04/24 00:00:00+00,2025,4,24,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,2,12,14,136076.535914919,0,0,0,0,136076.535914919,136076.535914919,889810.42784955,0,0,0,0,889810.42784955,889810.42784955,3504166
2025/04/25 00:00:00+00,2025,4,25,port2027,Shanghai (Yangshan),China,CHN,10,0,1,0,3,11,14,256516.409689064,0,0,0,89623.8778182665,256516.409689064,346140.28750733,241532.293989889,0,0,0,3749.08852025983,241532.293989889,245281.382510149,3504167
2025/04/26 00:00:00+00,2025,4,26,port2027,Shanghai (Yangshan),China,CHN,15,1,2,0,2,18,20,1193666.28739155,0,0,0,12118.4817735676,1193666.28739155,1205784.76916512,769540.786594085,0,0,0,0,769540.786594085,769540.786594085,3504168
2025/04/27 00:00:00+00,2025,4,27,port2027,Shanghai (Yangshan),China,CHN,15,0,2,0,1,17,18,430742.402260378,0,0,0,0,430742.402260378,430742.402260378,542699.76482934,0,6310.90231020125,0,0,549010.667139541,549010.667139541,3504169
2025/04/28 00:00:00+00,2025,4,28,port2027,Shanghai (Yangshan),China,CHN,13,1,1,0,3,15,18,726577.592247075,401.806362100055,0,0,0,726979.398609175,726979.398609175,279625.65877024,120.135147626777,0,0,12532.9837068312,279745.793917867,292278.777624698,3504170
2025/04/29 00:00:00+00,2025,4,29,port2027,Shanghai (Yangshan),China,CHN,14,1,1,0,0,16,16,142903.931722282,0,0,0,0,142903.931722282,142903.931722282,750333.281152328,0,0,0,0,750333.281152328,750333.281152328,3504171
2025/04/30 00:00:00+00,2025,4,30,port2027,Shanghai (Yangshan),China,CHN,15,0,1,0,3,16,19,628947.488315958,0,0,0,5418.09378180566,628947.488315958,634365.582097764,704427.89182476,0,0,0,261.347512990065,704427.89182476,704689.23933775,3504172
2025/05/23 00:00:00+00,2025,5,23,port2027,Shanghai (Yangshan),China,CHN,11,0,1,0,0,12,12,576510.074383094,0,0,0,0,576510.074383094,576510.074383094,312159.507970009,0,0,0,0,312159.507970009,312159.507970009,3504173
2025/05/24 00:00:00+00,2025,5,24,port2027,Shanghai (Yangshan),China,CHN,16,0,1,0,2,17,19,656322.247764589,0,0,0,0,656322.247764589,656322.247764589,725434.995080363,0,0,0,0,725434.995080363,725434.995080363,3504174
2025/05/25 00:00:00+00,2025,5,25,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,2,10,12,445028.501893768,0,0,0,42436.906330416,445028.501893768,487465.408224184,328357.515904219,0,0,0,0,328357.515904219,328357.515904219,3504175
2025/05/26 00:00:00+00,2025,5,26,port2027,Shanghai (Yangshan),China,CHN,14,1,2,0,4,17,21,123963.568834776,0,0,0,3933.54838200954,123963.568834776,127897.117216786,555125.943231645,0,0,0,3749.08852025983,555125.943231645,558875.031751905,3504176
2025/05/27 00:00:00+00,2025,5,27,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,1,12,13,394959.1908616,0,0,0,76790.6250015,394959.1908616,471749.8158631,703679.19792805,0,0,0,0,703679.19792805,703679.19792805,3504177
2025/05/28 00:00:00+00,2025,5,28,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,2,13,15,336376.159170876,0,0,0,3023.77615525489,336376.159170876,339399.935326131,811818.221001281,0,0,0,3749.08852025983,811818.221001281,815567.309521541,3504178
2025/05/29 00:00:00+00,2025,5,29,port2027,Shanghai (Yangshan),China,CHN,14,1,1,0,3,16,19,937992.021913984,401.806362100055,0,0,3023.77615525489,938393.828276084,941417.604431339,559565.020762345,120.135147626777,0,0,4151.20752005043,559685.155909972,563836.363430022,3504179
2025/05/30 00:00:00+00,2025,5,30,port2027,Shanghai (Yangshan),China,CHN,15,1,1,0,1,17,18,341043.445871431,0,0,0,0,341043.445871431,341043.445871431,611278.036076715,0,0,0,7966.63738282257,611278.036076715,619244.673459537,3504180
2025/05/31 00:00:00+00,2025,5,31,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,1,13,14,50692.8762161513,0,0,0,0,50692.8762161513,50692.8762161513,429231.616943957,0,0,0,2199.63770612574,429231.616943957,431431.254650083,3504181
2025/06/01 00:00:00+00,2025,6,1,port2027,Shanghai (Yangshan),China,CHN,16,0,1,0,0,17,17,1020826.07498088,0,0,0,0,1020826.07498088,1020826.07498088,525667.832160081,0,6013.31051532993,0,0,531681.142675411,531681.142675411,3504182
2025/06/02 00:00:00+00,2025,6,2,port2027,Shanghai (Yangshan),China,CHN,11,0,3,0,4,14,18,166151.025470889,0,0,0,6004.10449320315,166151.025470889,172155.129964092,444077.373762394,0,0,0,0,444077.373762394,444077.373762394,3504183
2025/06/03 00:00:00+00,2025,6,3,port2027,Shanghai (Yangshan),China,CHN,10,1,0,0,2,11,13,1167479.29640843,0,0,0,0,1167479.29640843,1167479.29640843,345167.292433647,0,0,0,0,345167.292433647,345167.292433647,3504184
2025/06/04 00:00:00+00,2025,6,4,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,1,14,15,46165.954255267,0,0,0,251.937863361588,46165.954255267,46417.8921186285,647514.185890108,0,0,0,0,647514.185890108,647514.185890108,3504185
2025/06/05 00:00:00+00,2025,6,5,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,2,11,13,550638.001157824,0,0,0,45460.6824856709,550638.001157824,596098.683643495,349660.46943736,0,0,0,3749.08852025983,349660.46943736,353409.55795762,3504186
2025/06/06 00:00:00+00,2025,6,6,port2027,Shanghai (Yangshan),China,CHN,15,0,0,0,5,15,20,69043.3592897023,0,0,0,17580.2130373974,69043.3592897023,86623.5723270997,711897.453670989,0,0,0,7498.17704051965,711897.453670989,719395.630711509,3504187
2025/06/07 00:00:00+00,2025,6,7,port2027,Shanghai (Yangshan),China,CHN,12,1,1,0,3,14,17,335251.841694243,0,0,0,10800.2141067052,335251.841694243,346052.055800948,664738.042062123,0,0,0,1315.45140021938,664738.042062123,666053.493462342,3504188
2025/06/08 00:00:00+00,2025,6,8,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,0,14,14,445226.942027674,0,0,0,0,445226.942027674,445226.942027674,576833.959671292,0,0,0,0,576833.959671292,576833.959671292,3504189
2025/06/09 00:00:00+00,2025,6,9,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,194323.803591277,0,0,0,0,194323.803591277,194323.803591277,439192.333223971,0,0,0,0,439192.333223971,439192.333223971,3504190
2025/06/10 00:00:00+00,2025,6,10,port2027,Shanghai (Yangshan),China,CHN,15,0,1,0,4,16,20,588887.205277106,0,0,0,82534.7401289944,588887.205277106,671421.9454061,785990.906377585,0,0,0,3749.08852025983,785990.906377585,789739.994897844,3504191
2025/06/11 00:00:00+00,2025,6,11,port2027,Shanghai (Yangshan),China,CHN,15,0,1,0,0,16,16,157570.435578172,0,0,0,0,157570.435578172,157570.435578172,835415.319369724,0,0,0,0,835415.319369724,835415.319369724,3504192
2025/06/12 00:00:00+00,2025,6,12,port2027,Shanghai (Yangshan),China,CHN,14,1,0,0,2,15,17,354854.448867849,401.806362100055,0,0,3023.77615525489,355256.255229949,358280.031385204,734295.969234604,120.135147626777,0,0,3880.81032043011,734416.104382231,738296.914702661,3504193
2025/06/13 00:00:00+00,2025,6,13,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,4,13,17,137752.497269114,0,0,0,8119.100868013,137752.497269114,145871.598137127,680151.170968527,0,0,0,0,680151.170968527,680151.170968527,3504194
2025/06/14 00:00:00+00,2025,6,14,port2027,Shanghai (Yangshan),China,CHN,12,1,1,0,4,14,18,262358.186202265,0,321.376435526603,0,6802.55834998507,262679.562637792,269482.120987777,603569.782176111,0,1550.92576148691,0,9490.70053840555,605120.707937598,614611.408476003,3504195
2025/06/15 00:00:00+00,2025,6,15,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,0,13,13,861443.247005581,0,0,0,0,861443.247005581,861443.247005581,444906.045694245,0,0,0,0,444906.045694245,444906.045694245,3504196
2025/06/16 00:00:00+00,2025,6,16,port2027,Shanghai (Yangshan),China,CHN,11,0,3,0,4,14,18,410610.480191472,0,321.376435526603,0,7745.72811831228,410931.856626998,418677.58474531,444333.908685203,0,10609.1054252566,0,37461.7049899286,454943.01411046,492404.719100389,3504197
2025/06/17 00:00:00+00,2025,6,17,port2027,Shanghai (Yangshan),China,CHN,11,0,2,0,2,13,15,568175.579129406,0,0,0,0,568175.579129406,568175.579129406,429889.871177693,0,0,0,0,429889.871177693,429889.871177693,3504198
2025/06/18 00:00:00+00,2025,6,18,port2027,Shanghai (Yangshan),China,CHN,17,0,1,0,5,18,23,159209.36145807,0,0,0,53918.2503957427,159209.36145807,213127.611853813,991766.53653145,0,0,0,11247.2655607795,991766.53653145,1003013.80209223,3504199
2025/06/19 00:00:00+00,2025,6,19,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,1,13,14,151923.185190762,0,0,0,42436.906330416,151923.185190762,194360.091521178,635779.156405142,0,0,0,0,635779.156405142,635779.156405142,3504200
2024/10/13 00:00:00+00,2024,10,13,port2027,Shanghai (Yangshan),China,CHN,14,0,1,0,3,15,18,224090.730665315,0,0,0,5492.3562501507,224090.730665315,229583.086915465,374362.788395153,0,0,0,3749.08852025983,374362.788395153,378111.876915413,3504201
2024/10/14 00:00:00+00,2024,10,14,port2027,Shanghai (Yangshan),China,CHN,12,2,2,0,2,16,18,504707.632129216,0,0,0,3023.77615525489,504707.632129216,507731.408284471,425722.547471574,0,0,0,3749.08852025983,425722.547471574,429471.635991834,3504202
2024/10/15 00:00:00+00,2024,10,15,port2027,Shanghai (Yangshan),China,CHN,12,1,0,0,4,13,17,195132.39086688,0,0,0,13823.9902619601,195132.39086688,208956.38112884,320719.138432304,0,0,0,15576.6580697894,320719.138432304,336295.796502093,3504203
2024/10/16 00:00:00+00,2024,10,16,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,0,14,14,487863.493043575,0,0,0,0,487863.493043575,487863.493043575,917244.911490463,0,0,0,0,917244.911490463,917244.911490463,3504204
2024/10/17 00:00:00+00,2024,10,17,port2027,Shanghai (Yangshan),China,CHN,15,1,1,0,2,17,19,62645.2032643097,0,0,0,0,62645.2032643097,62645.2032643097,509158.876891461,0,0,0,791.508501495191,509158.876891461,509950.385392957,3504205
2024/10/18 00:00:00+00,2024,10,18,port2027,Shanghai (Yangshan),China,CHN,8,0,1,0,2,9,11,220984.005887751,0,0,0,46674.1484300556,220984.005887751,267658.154317807,527838.475632743,0,1575.325952467,0,2773.60867688105,529413.80158521,532187.410262091,3504206
2024/10/19 00:00:00+00,2024,10,19,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,2,13,15,338846.476042267,0,0,0,0,338846.476042267,338846.476042267,339892.041909709,0,0,0,49495.6953279561,339892.041909709,389387.737237665,3504207
2024/10/20 00:00:00+00,2024,10,20,port2027,Shanghai (Yangshan),China,CHN,14,1,0,0,2,15,17,125290.406528619,0,0,0,0,125290.406528619,125290.406528619,740224.987107202,0,0,0,0,740224.987107202,740224.987107202,3504208
2024/10/21 00:00:00+00,2024,10,21,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,3,13,16,685676.21387395,0,0,0,54901.135931682,685676.21387395,740577.349805632,441823.658051173,0,0,0,7838.14859736025,441823.658051173,449661.806648534,3504209
2024/10/22 00:00:00+00,2024,10,22,port2027,Shanghai (Yangshan),China,CHN,15,1,1,0,4,17,21,748105.231433129,0,0,0,0,748105.231433129,748105.231433129,406025.175058196,0,0,0,16482.4998971493,406025.175058196,422507.674955345,3504210
2024/10/23 00:00:00+00,2024,10,23,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,1,14,15,156613.008160774,0,0,0,3023.77615525489,156613.008160774,159636.784316029,596464.564712569,0,0,0,3749.08852025983,596464.564712569,600213.653232829,3504211
2024/10/24 00:00:00+00,2024,10,24,port2027,Shanghai (Yangshan),China,CHN,11,1,0,0,1,12,13,268790.624145914,0,0,0,0,268790.624145914,268790.624145914,514038.28970164,0,0,0,0,514038.28970164,514038.28970164,3504212
2024/10/25 00:00:00+00,2024,10,25,port2027,Shanghai (Yangshan),China,CHN,16,0,0,0,2,16,18,115861.070910775,0,0,0,44100.9218249767,115861.070910775,159961.992735752,698069.430834818,0,0,0,6522.69719714087,698069.430834818,704592.128031959,3504213
2024/10/26 00:00:00+00,2024,10,26,port2027,Shanghai (Yangshan),China,CHN,5,3,0,0,2,8,10,62645.2032643097,0,0,0,0,62645.2032643097,62645.2032643097,324011.924319809,0,0,0,1331.63278236888,324011.924319809,325343.557102178,3504214
2024/10/27 00:00:00+00,2024,10,27,port2027,Shanghai (Yangshan),China,CHN,9,0,2,0,0,11,11,136521.926193854,0,0,0,0,136521.926193854,136521.926193854,328897.572885697,0,0,0,0,328897.572885697,328897.572885697,3504215
2024/10/28 00:00:00+00,2024,10,28,port2027,Shanghai (Yangshan),China,CHN,13,1,0,0,4,14,18,741235.036245591,0,0,0,13823.9902619601,741235.036245591,755059.026507551,537424.131555552,0,0,0,5064.5399204792,537424.131555552,542488.671476032,3504216
2024/10/29 00:00:00+00,2024,10,29,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,2,13,15,98197.8430547324,0,0,0,0,98197.8430547324,98197.8430547324,450367.945086619,0,0,0,47784.432325462,450367.945086619,498152.377412081,3504217
2024/10/30 00:00:00+00,2024,10,30,port2027,Shanghai (Yangshan),China,CHN,14,2,1,0,1,17,18,979269.905029402,0,0,0,3023.77615525489,979269.905029402,982293.681184657,482557.532880871,0,0,0,3749.08852025983,482557.532880871,486306.62140113,3504218
2024/10/31 00:00:00+00,2024,10,31,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,0,13,13,608249.512167817,0,0,0,0,608249.512167817,608249.512167817,451368.345803937,0,2225.84953506396,0,0,453594.195339001,453594.195339001,3504219
2024/11/01 00:00:00+00,2024,11,1,port2027,Shanghai (Yangshan),China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3504220
2024/11/02 00:00:00+00,2024,11,2,port2027,Shanghai (Yangshan),China,CHN,10,0,2,0,1,12,13,647336.559553803,0,0,0,46268.8680333235,647336.559553803,693605.427587127,555875.187313706,0,0,0,7444.06850610615,555875.187313706,563319.255819812,3504221
2024/11/03 00:00:00+00,2024,11,3,port2027,Shanghai (Yangshan),China,CHN,7,3,0,0,3,10,13,352665.909388842,0,0,0,41077.1456697218,352665.909388842,393743.055058564,241933.380315322,0,0,0,2773.60867688105,241933.380315322,244706.988992203,3504222
2024/11/04 00:00:00+00,2024,11,4,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,3,11,14,752018.51019496,0,0,0,16847.766417215,752018.51019496,768866.276612175,433966.759858777,0,0,0,8813.62844073903,433966.759858777,442780.388299516,3504223
2024/11/05 00:00:00+00,2024,11,5,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,2,14,16,144433.880907804,0,0,0,51877.3597764271,144433.880907804,196311.240684231,501441.187141608,0,0,0,4089.06007710043,501441.187141608,505530.247218708,3504224
2024/11/06 00:00:00+00,2024,11,6,port2027,Shanghai (Yangshan),China,CHN,13,2,1,0,1,16,17,370242.17710043,0,0,0,1195.69831070307,370242.17710043,371437.875411133,529121.026387854,0,0,0,0,529121.026387854,529121.026387854,3504225
2024/11/07 00:00:00+00,2024,11,7,port2027,Shanghai (Yangshan),China,CHN,15,0,0,0,3,15,18,660241.82891111,0,0,0,0,660241.82891111,660241.82891111,805628.107339421,0,0,0,0,805628.107339421,805628.107339421,3504226
2024/11/08 00:00:00+00,2024,11,8,port2027,Shanghai (Yangshan),China,CHN,18,1,1,0,2,20,22,394566.704613436,0,0,0,10800.2141067052,394566.704613436,405366.918720141,637233.712499955,0,0,0,1315.45140021938,637233.712499955,638549.163900175,3504227
2024/11/09 00:00:00+00,2024,11,9,port2027,Shanghai (Yangshan),China,CHN,14,1,0,0,1,15,16,199370.07058301,0,0,0,41077.1456697218,199370.07058301,240447.216252732,485253.097044509,0,0,0,2773.60867688105,485253.097044509,488026.70572139,3504228
2024/11/10 00:00:00+00,2024,11,10,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,5,14,19,243717.660633435,0,0,0,24624.2043686654,243717.660633435,268341.8650021,728244.185032386,0,0,0,7976.41881245865,728244.185032386,736220.603844844,3504229
2024/11/11 00:00:00+00,2024,11,11,port2027,Shanghai (Yangshan),China,CHN,14,1,1,0,1,16,17,216650.821361706,0,0,0,0,216650.821361706,216650.821361706,597171.081853873,0,0,0,0,597171.081853873,597171.081853873,3504230
2024/11/12 00:00:00+00,2024,11,12,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,0,12,12,194318.860706272,0,0,0,0,194318.860706272,194318.860706272,462627.86977372,0,0,0,0,462627.86977372,462627.86977372,3504231
2024/11/13 00:00:00+00,2024,11,13,port2027,Shanghai (Yangshan),China,CHN,15,0,1,0,1,16,17,195489.487676618,0,0,0,0,195489.487676618,195489.487676618,813990.36743209,0,0,0,0,813990.36743209,813990.36743209,3504232
2024/11/14 00:00:00+00,2024,11,14,port2027,Shanghai (Yangshan),China,CHN,14,1,1,0,2,16,18,480777.126251527,0,0,0,44100.9218249767,480777.126251527,524878.048076504,378867.083802261,0,0,0,6522.69719714087,378867.083802261,385389.780999402,3504233
2024/11/15 00:00:00+00,2024,11,15,port2027,Shanghai (Yangshan),China,CHN,9,0,1,0,0,10,10,137154.78767916,0,0,0,0,137154.78767916,137154.78767916,480668.226153548,0,4719.28278080275,0,0,485387.508934351,485387.508934351,3504234
2024/11/16 00:00:00+00,2024,11,16,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,0,14,14,1330726.99398749,0,0,0,0,1330726.99398749,1330726.99398749,600887.707958037,0,0,0,0,600887.707958037,600887.707958037,3504235
2024/11/17 00:00:00+00,2024,11,17,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,0,10,10,14426.8678831906,0,0,0,0,14426.8678831906,14426.8678831906,593036.485668742,0,0,0,0,593036.485668742,593036.485668742,3504236
2024/11/18 00:00:00+00,2024,11,18,port2027,Shanghai (Yangshan),China,CHN,15,1,2,0,4,18,22,208924.404351843,0,0,0,52316.4203438332,208924.404351843,261240.824695676,547061.662696867,0,0,0,14942.2455466258,547061.662696867,562003.908243493,3504237
2024/11/19 00:00:00+00,2024,11,19,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,2,10,12,706199.001981193,0,0,0,41077.1456697218,706199.001981193,747276.147650915,403655.797245399,0,0,0,2773.60867688105,403655.797245399,406429.40592228,3504238
2024/11/20 00:00:00+00,2024,11,20,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,2,10,12,343984.716599479,0,0,0,6047.55231050978,343984.716599479,350032.268909989,331219.536893437,0,0,0,7498.17704051965,331219.536893437,338717.713933957,3504239
2024/11/21 00:00:00+00,2024,11,21,port2027,Shanghai (Yangshan),China,CHN,16,0,1,0,3,17,20,252759.291588657,0,0,0,43025.6235579229,252759.291588657,295784.91514658,590268.066110762,0,0,0,2773.60867688105,590268.066110762,593041.674787643,3504240
2024/11/22 00:00:00+00,2024,11,22,port2027,Shanghai (Yangshan),China,CHN,11,0,1,0,2,12,14,345965.973127526,0,0,0,13823.9902619601,345965.973127526,359789.963389486,550990.755249816,0,0,0,5064.5399204792,550990.755249816,556055.295170295,3504241
2024/11/23 00:00:00+00,2024,11,23,port2027,Shanghai (Yangshan),China,CHN,13,1,0,0,4,14,18,523258.782147296,0,0,0,41077.1456697218,523258.782147296,564335.927817017,762776.063900119,0,0,0,4599.17943808774,762776.063900119,767375.243338206,3504242
2024/11/24 00:00:00+00,2024,11,24,port2027,Shanghai (Yangshan),China,CHN,9,0,1,0,4,10,14,352868.598580898,0,0,0,9000.06833900032,352868.598580898,361868.666919898,324121.55487022,0,0,0,3749.08852025983,324121.55487022,327870.64339048,3504243
2024/11/25 00:00:00+00,2024,11,25,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,0,13,13,142801.772005161,0,0,0,0,142801.772005161,142801.772005161,561613.793010489,0,0,0,0,561613.793010489,561613.793010489,3504244
2024/11/26 00:00:00+00,2024,11,26,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,0,12,12,706139.371476495,0,0,0,0,706139.371476495,706139.371476495,551311.667492871,0,0,0,0,551311.667492871,551311.667492871,3504245
2024/11/27 00:00:00+00,2024,11,27,port2027,Shanghai (Yangshan),China,CHN,4,0,0,0,0,4,4,130416.288299561,0,0,0,0,130416.288299561,130416.288299561,101567.235880136,0,0,0,0,101567.235880136,101567.235880136,3504246
2024/11/28 00:00:00+00,2024,11,28,port2027,Shanghai (Yangshan),China,CHN,2,0,0,0,0,2,2,0,0,0,0,0,0,0,59967.7700913909,0,0,0,0,59967.7700913909,59967.7700913909,3504247
2024/11/29 00:00:00+00,2024,11,29,port2027,Shanghai (Yangshan),China,CHN,18,0,1,0,5,19,24,345536.099477132,0,0,0,16847.766417215,345536.099477132,362383.865894347,400447.176929159,0,0,0,8813.62844073903,400447.176929159,409260.805369899,3504248
2024/11/30 00:00:00+00,2024,11,30,port2027,Shanghai (Yangshan),China,CHN,12,1,1,0,1,14,15,414070.511908087,0,0,0,638.992853955438,414070.511908087,414709.504762042,435447.797489463,0,0,0,0,435447.797489463,435447.797489463,3504249
2024/12/01 00:00:00+00,2024,12,1,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,2,13,15,154649.468458884,0,0,0,3023.77615525489,154649.468458884,157673.244614139,665567.514619233,0,0,0,3749.08852025983,665567.514619233,669316.603139493,3504250
2024/12/02 00:00:00+00,2024,12,2,port2027,Shanghai (Yangshan),China,CHN,11,0,1,0,1,12,13,212801.422925448,0,0,0,0,212801.422925448,212801.422925448,439499.496173919,0,0,0,0,439499.496173919,439499.496173919,3504251
2024/12/03 00:00:00+00,2024,12,3,port2027,Shanghai (Yangshan),China,CHN,10,0,1,0,0,11,11,271716.411421007,0,0,0,0,271716.411421007,271716.411421007,443270.356057793,0,0,0,0,443270.356057793,443270.356057793,3504252
2024/12/04 00:00:00+00,2024,12,4,port2027,Shanghai (Yangshan),China,CHN,11,0,1,0,2,12,14,115762.973702954,0,0,0,41077.1456697218,115762.973702954,156840.119372676,246039.919920169,0,2542.42517438401,0,2773.60867688105,248582.345094553,251355.953771434,3504253
2024/12/05 00:00:00+00,2024,12,5,port2027,Shanghai (Yangshan),China,CHN,15,1,0,0,2,16,18,306532.093396987,0,0,0,3023.77615525489,306532.093396987,309555.869552242,688017.096381519,0,0,0,3749.08852025983,688017.096381519,691766.184901778,3504254
2024/12/06 00:00:00+00,2024,12,6,port2027,Shanghai (Yangshan),China,CHN,16,0,1,0,1,17,18,265011.848522759,0,0,0,3023.77615525489,265011.848522759,268035.624678014,675578.290662808,0,0,0,3749.08852025983,675578.290662808,679327.379183068,3504255
2024/12/07 00:00:00+00,2024,12,7,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,0,13,13,718227.910539665,0,0,0,0,718227.910539665,718227.910539665,522569.682120554,0,0,0,0,522569.682120554,522569.682120554,3504256
2024/12/08 00:00:00+00,2024,12,8,port2027,Shanghai (Yangshan),China,CHN,15,0,2,0,5,17,22,631168.266406215,0,0,0,57924.9120869369,631168.266406215,689093.178493152,333077.322914554,0,0,0,11587.2371176201,333077.322914554,344664.560032174,3504257
2024/12/09 00:00:00+00,2024,12,9,port2027,Shanghai (Yangshan),China,CHN,13,1,0,0,0,14,14,190785.301984372,0,0,0,0,190785.301984372,190785.301984372,587622.332197085,0,0,0,0,587622.332197085,587622.332197085,3504258
2024/12/10 00:00:00+00,2024,12,10,port2027,Shanghai (Yangshan),China,CHN,10,0,1,0,1,11,12,116250.024881895,0,0,0,3023.77615525489,116250.024881895,119273.80103715,595732.379693112,0,0,0,3749.08852025983,595732.379693112,599481.468213371,3504259
2024/12/11 00:00:00+00,2024,12,11,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,2,14,16,202765.783277399,0,0,0,10800.2141067052,202765.783277399,213565.997384105,666221.193260981,0,0,0,1315.45140021938,666221.193260981,667536.6446612,3504260
2024/12/12 00:00:00+00,2024,12,12,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,0,12,12,169623.285555603,0,0,0,0,169623.285555603,169623.285555603,521089.412507239,0,0,0,0,521089.412507239,521089.412507239,3504261
2024/12/13 00:00:00+00,2024,12,13,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,0,14,14,434915.558196764,0,0,0,0,434915.558196764,434915.558196764,523398.919137187,0,0,0,0,523398.919137187,523398.919137187,3504262
2024/12/14 00:00:00+00,2024,12,14,port2027,Shanghai (Yangshan),China,CHN,14,0,1,0,4,15,19,417734.665273284,0,0,0,6047.55231050978,417734.665273284,423782.217583793,680249.577949323,0,0,0,10218.5160127591,680249.577949323,690468.093962082,3504263
2024/12/15 00:00:00+00,2024,12,15,port2027,Shanghai (Yangshan),China,CHN,12,1,1,0,1,14,15,0,0,0,0,41077.1456697218,0,41077.1456697218,444573.039300977,0,0,0,2773.60867688105,444573.039300977,447346.647977858,3504264
2024/12/16 00:00:00+00,2024,12,16,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,1,13,14,465553.22163213,0,0,0,0,465553.22163213,465553.22163213,388181.302253271,0,0,0,0,388181.302253271,388181.302253271,3504265
2024/12/17 00:00:00+00,2024,12,17,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,2,13,15,552667.728876424,0,0,0,10800.2141067052,552667.728876424,563467.942983129,569328.715975664,0,0,0,1315.45140021938,569328.715975664,570644.167375883,3504266
2024/12/18 00:00:00+00,2024,12,18,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,1,14,15,565077.990224312,0,0,0,100430.261059127,565077.990224312,665508.251283439,460100.262633182,0,0,0,0,460100.262633182,460100.262633182,3504267
2024/12/19 00:00:00+00,2024,12,19,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,4,13,17,369909.403420949,0,0,0,44627.2516316416,369909.403420949,414536.655052591,358840.384709871,0,0,0,6522.69719714087,358840.384709871,365363.081907012,3504268
2024/12/20 00:00:00+00,2024,12,20,port2027,Shanghai (Yangshan),China,CHN,14,1,0,0,1,15,16,361803.832260769,0,0,0,0,361803.832260769,361803.832260769,432016.379837105,0,0,0,0,432016.379837105,432016.379837105,3504269
2024/12/21 00:00:00+00,2024,12,21,port2027,Shanghai (Yangshan),China,CHN,22,0,0,0,0,22,22,949975.264720602,0,0,0,0,949975.264720602,949975.264720602,798623.418033212,0,0,0,0,798623.418033212,798623.418033212,3504270
2024/12/22 00:00:00+00,2024,12,22,port2027,Shanghai (Yangshan),China,CHN,10,0,1,0,2,11,13,115762.973702954,0,0,0,10800.2141067052,115762.973702954,126563.18780966,623363.371980521,0,0,0,1315.45140021938,623363.371980521,624678.82338074,3504271
2024/12/23 00:00:00+00,2024,12,23,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,2,10,12,270407.900212051,0,0,0,3023.77615525489,270407.900212051,273431.676367306,358866.876393209,0,0,0,3749.08852025983,358866.876393209,362615.964913469,3504272
