date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,ObjectId
2020/02/24 00:00:00+00,2020,2,24,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,119487.745238486,0,0,0,25157.23522069,119487.745238486,144644.980459176,394615.399097084,0,0,0,0,394615.399097084,394615.399097084,3502358
2020/02/25 00:00:00+00,2020,2,25,port2027,Shanghai (Yangshan),China,CHN,14,1,0,0,0,15,15,289159.532132258,0,0,0,0,289159.532132258,289159.532132258,503411.702085381,0,0,0,0,503411.702085381,503411.702085381,3502359
2020/02/26 00:00:00+00,2020,2,26,port2027,Shanghai (Yangshan),China,CHN,12,1,2,0,0,15,15,472177.145071843,0,321.376435526603,0,0,472498.52150737,472498.52150737,344997.497217624,0,1550.92576148691,0,0,346548.42297911,346548.42297911,3502360
2020/02/27 00:00:00+00,2020,2,27,port2027,Shanghai (Yangshan),China,CHN,8,0,1,0,1,9,10,239662.465333814,0,0,0,0,239662.465333814,239662.465333814,168995.437461306,0,0,0,0,168995.437461306,168995.437461306,3502361
2020/02/28 00:00:00+00,2020,2,28,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,2,11,13,424392.906212102,0,0,0,55806.8084846859,424392.906212102,480199.714696788,389195.709660872,0,0,0,0,389195.709660872,389195.709660872,3502362
2020/02/29 00:00:00+00,2020,2,29,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,2,12,14,127357.853452212,0,0,0,44308.942578247,127357.853452212,171666.796030459,346448.788701829,0,0,0,0,346448.788701829,346448.788701829,3502363
2020/03/01 00:00:00+00,2020,3,1,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,1,9,10,401352.129086649,0,0,0,76790.6250015,401352.129086649,478142.754088149,139703.695728681,0,0,0,0,139703.695728681,139703.695728681,3502364
2020/03/02 00:00:00+00,2020,3,2,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,1,14,15,251314.187941186,0,0,0,0,251314.187941186,251314.187941186,297914.188010885,0,6006.7268180726,0,2184.7523603445,303920.914828958,306105.667189302,3502365
2020/03/03 00:00:00+00,2020,3,3,port2027,Shanghai (Yangshan),China,CHN,10,1,1,0,0,12,12,202100.42582884,0,0,0,0,202100.42582884,202100.42582884,398956.718035286,0,0,0,0,398956.718035286,398956.718035286,3502366
2020/03/04 00:00:00+00,2020,3,4,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,1,10,11,184959.016298006,0,0,0,0,184959.016298006,184959.016298006,236082.758542204,0,0,0,4481.94516570255,236082.758542204,240564.703707907,3502367
2020/03/05 00:00:00+00,2020,3,5,port2027,Shanghai (Yangshan),China,CHN,12,1,0,0,0,13,13,989646.34057439,0,0,0,0,989646.34057439,989646.34057439,190909.481241959,0,0,0,0,190909.481241959,190909.481241959,3502368
2020/03/06 00:00:00+00,2020,3,6,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,1,13,14,315291.892347961,0,0,0,0,315291.892347961,315291.892347961,502828.306177049,0,0,0,8163.957778886,502828.306177049,510992.263955935,3502369
2020/03/07 00:00:00+00,2020,3,7,port2027,Shanghai (Yangshan),China,CHN,10,0,1,0,2,11,13,282030.586725942,0,0,0,0,282030.586725942,282030.586725942,376529.431691264,0,0,0,11414.3858897863,376529.431691264,387943.81758105,3502370
2020/03/08 00:00:00+00,2020,3,8,port2027,Shanghai (Yangshan),China,CHN,11,0,2,0,1,13,14,18454.8135124505,0,0,0,0,18454.8135124505,18454.8135124505,419786.093441946,0,0,0,0,419786.093441946,419786.093441946,3502371
2020/03/09 00:00:00+00,2020,3,9,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,0,8,8,143169.607199329,0,0,0,0,143169.607199329,143169.607199329,287013.391410368,0,0,0,0,287013.391410368,287013.391410368,3502372
2020/03/10 00:00:00+00,2020,3,10,port2027,Shanghai (Yangshan),China,CHN,11,1,0,0,3,12,15,141533.984878059,0,0,0,25157.23522069,141533.984878059,166691.220098749,299380.63444305,0,0,0,2468.58009489581,299380.63444305,301849.214537946,3502373
2020/03/11 00:00:00+00,2020,3,11,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,0,10,10,712414.78880951,0,0,0,0,712414.78880951,712414.78880951,170549.682217515,0,0,0,0,170549.682217515,170549.682217515,3502374
2020/03/12 00:00:00+00,2020,3,12,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,1,10,11,79588.4143139062,0,0,0,579.542474036789,79588.4143139062,80167.956787943,362043.151965495,0,0,0,0,362043.151965495,362043.151965495,3502375
2020/03/13 00:00:00+00,2020,3,13,port2027,Shanghai (Yangshan),China,CHN,15,0,0,0,2,15,17,451863.243680969,0,0,0,0,451863.243680969,451863.243680969,405099.043497895,0,0,0,15393.555648311,405099.043497895,420492.599146206,3502376
2020/03/14 00:00:00+00,2020,3,14,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,479878.595472053,0,0,0,3023.77615525489,479878.595472053,482902.371627308,492695.237744408,0,0,0,3749.08852025983,492695.237744408,496444.326264668,3502377
2020/03/15 00:00:00+00,2020,3,15,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,1,13,14,36065.4609700388,0,0,0,0,36065.4609700388,36065.4609700388,355536.199219714,0,0,0,0,355536.199219714,355536.199219714,3502378
2020/03/16 00:00:00+00,2020,3,16,port2027,Shanghai (Yangshan),China,CHN,9,1,1,0,0,11,11,518649.456016374,0,0,0,0,518649.456016374,518649.456016374,223817.600912914,0,0,0,0,223817.600912914,223817.600912914,3502379
2020/03/17 00:00:00+00,2020,3,17,port2027,Shanghai (Yangshan),China,CHN,12,1,1,0,1,14,15,335576.403648757,0,0,0,0,335576.403648757,335576.403648757,358072.041787353,0,0,0,2124.99554135489,358072.041787353,360197.037328708,3502380
2020/03/18 00:00:00+00,2020,3,18,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,1,10,11,448970.645642263,0,0,0,0,448970.645642263,448970.645642263,245266.024073787,0,0,0,0,245266.024073787,245266.024073787,3502381
2020/03/19 00:00:00+00,2020,3,19,port2027,Shanghai (Yangshan),China,CHN,15,0,0,0,0,15,15,463299.30929177,0,0,0,0,463299.30929177,463299.30929177,405707.619337175,0,0,0,0,405707.619337175,405707.619337175,3502382
2020/03/20 00:00:00+00,2020,3,20,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,2,11,13,648438.653777523,0,0,0,3023.77615525489,648438.653777523,651462.429932778,385006.90555964,0,0,0,3749.08852025983,385006.90555964,388755.9940799,3502383
2020/03/21 00:00:00+00,2020,3,21,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,2,9,11,506660.125483892,0,0,0,2468.58009489581,506660.125483892,509128.705578788,324283.435347506,0,0,0,18174.996115401,324283.435347506,342458.431462907,3502384
2020/03/22 00:00:00+00,2020,3,22,port2027,Shanghai (Yangshan),China,CHN,11,1,1,0,0,13,13,275184.685582098,0,0,0,0,275184.685582098,275184.685582098,336668.049519668,0,0,0,0,336668.049519668,336668.049519668,3502385
2020/03/23 00:00:00+00,2020,3,23,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,2,10,12,46959.4469971595,0,0,0,24546.2515046264,46959.4469971595,71505.6985017859,413860.490113619,0,0,0,1321.44116576487,413860.490113619,415181.931279384,3502386
2020/03/24 00:00:00+00,2020,3,24,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,1,14,15,687183.468832315,0,0,0,0,687183.468832315,687183.468832315,457719.489900696,0,0,0,1942.07379208378,457719.489900696,459661.56369278,3502387
2020/03/25 00:00:00+00,2020,3,25,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,0,13,13,360829.740737051,0,0,0,0,360829.740737051,360829.740737051,399637.735542199,0,1797.44777241417,0,0,401435.183314613,401435.183314613,3502388
2020/03/26 00:00:00+00,2020,3,26,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,2,14,16,749165.126326542,0,0,0,0,749165.126326542,749165.126326542,582642.783710097,0,0,0,2337.05864140617,582642.783710097,584979.842351503,3502389
2020/03/27 00:00:00+00,2020,3,27,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,1,10,11,586789.034220848,0,0,0,3023.77615525489,586789.034220848,589812.810376102,460612.888874962,0,0,0,3749.08852025983,460612.888874962,464361.977395222,3502390
2020/03/28 00:00:00+00,2020,3,28,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,1,12,13,309462.929595495,0,0,0,0,309462.929595495,309462.929595495,539900.724497429,0,0,0,1541.29088404374,539900.724497429,541442.015381473,3502391
2020/03/29 00:00:00+00,2020,3,29,port2027,Shanghai (Yangshan),China,CHN,7,0,2,0,2,9,11,87687.4058055046,0,0,0,79814.4011567549,87687.4058055046,167501.806962259,401460.00740659,0,0,0,3749.08852025983,401460.00740659,405209.09592685,3502392
2020/03/30 00:00:00+00,2020,3,30,port2027,Shanghai (Yangshan),China,CHN,12,1,0,0,1,13,14,417712.622481028,0,0,0,0,417712.622481028,417712.622481028,576217.464530403,0,0,0,0,576217.464530403,576217.464530403,3502393
2020/03/31 00:00:00+00,2020,3,31,port2027,Shanghai (Yangshan),China,CHN,9,1,0,0,2,10,12,600717.046150139,0,0,0,41928.0593987897,600717.046150139,642645.105548929,538171.927709448,0,0,0,10682.7417802648,538171.927709448,548854.669489713,3502394
2020/04/01 00:00:00+00,2020,4,1,port2027,Shanghai (Yangshan),China,CHN,15,0,1,0,3,16,19,845193.217056971,0,0,0,0,845193.217056971,845193.217056971,490537.027788058,0,4662.374093231,0,5399.66349763241,495199.401881289,500599.065378922,3502395
2020/04/02 00:00:00+00,2020,4,2,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,1,10,11,353197.728260643,0,0,0,0,353197.728260643,353197.728260643,373886.121622943,0,0,0,1841.00945003301,373886.121622943,375727.131072976,3502396
2020/04/03 00:00:00+00,2020,4,3,port2027,Shanghai (Yangshan),China,CHN,14,1,0,0,0,15,15,892504.585534359,0,0,0,0,892504.585534359,892504.585534359,444199.635743682,0,0,0,0,444199.635743682,444199.635743682,3502397
2020/04/04 00:00:00+00,2020,4,4,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,2,11,13,124118.549562345,0,0,0,42642.3658352322,124118.549562345,166760.915397577,612170.149463979,0,0,0,0,612170.149463979,612170.149463979,3502398
2020/04/05 00:00:00+00,2020,4,5,port2027,Shanghai (Yangshan),China,CHN,7,0,1,0,1,8,9,64632.9061111509,0,0,0,10415.7871669762,64632.9061111509,75048.6932781271,368138.235045484,0,0,0,0,368138.235045484,368138.235045484,3502399
2020/04/06 00:00:00+00,2020,4,6,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,1,13,14,74500.4000407865,0,0,0,0,74500.4000407865,74500.4000407865,637675.401077462,0,0,0,1758.65253488586,637675.401077462,639434.053612348,3502400
2020/07/16 00:00:00+00,2020,7,16,port2027,Shanghai (Yangshan),China,CHN,10,1,1,0,1,12,13,145026.124189256,0,321.376435526603,0,0,145347.500624782,145347.500624782,508427.820511067,0,1550.92576148691,0,4496.31757074243,509978.746272553,514475.063843296,3502401
2020/07/17 00:00:00+00,2020,7,17,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,2,11,13,112361.206733844,0,0,0,0,112361.206733844,112361.206733844,454390.674048747,0,0,0,12713.4488305481,454390.674048747,467104.122879295,3502402
2020/07/18 00:00:00+00,2020,7,18,port2027,Shanghai (Yangshan),China,CHN,11,0,1,0,3,12,15,258644.539795617,0,0,0,0,258644.539795617,258644.539795617,460065.630131904,0,0,0,17942.3897190457,460065.630131904,478008.01985095,3502403
2020/07/19 00:00:00+00,2020,7,19,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,1,14,15,601208.736228734,0,0,0,41779.8884871547,601208.736228734,642988.624715889,259446.876003391,0,0,0,0,259446.876003391,259446.876003391,3502404
2020/07/20 00:00:00+00,2020,7,20,port2027,Shanghai (Yangshan),China,CHN,10,0,1,0,0,11,11,357996.548699518,0,0,0,0,357996.548699518,357996.548699518,347623.114638174,0,0,0,0,347623.114638174,347623.114638174,3502405
2020/07/21 00:00:00+00,2020,7,21,port2027,Shanghai (Yangshan),China,CHN,16,0,0,0,1,16,17,108669.526009708,0,0,0,0,108669.526009708,108669.526009708,670901.113018071,0,0,0,17709.7150059839,670901.113018071,688610.828024055,3502406
2020/07/22 00:00:00+00,2020,7,22,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,2,9,11,210487.714161592,0,0,0,44951.8355540446,210487.714161592,255439.549715637,217647.882562386,0,0,0,3749.08852025983,217647.882562386,221396.971082646,3502407
2020/07/23 00:00:00+00,2020,7,23,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,2,14,16,293032.917573028,0,321.376435526603,0,0,293354.294008555,293354.294008555,564951.610025338,0,1550.92576148691,0,12660.2753496284,566502.535786825,579162.811136453,3502408
2020/07/24 00:00:00+00,2020,7,24,port2027,Shanghai (Yangshan),China,CHN,11,2,1,0,2,14,16,290532.261459559,0,0,0,577.509067279237,290532.261459559,291109.770526838,581612.288299336,0,0,0,2554.30152090766,581612.288299336,584166.589820244,3502409
2020/07/25 00:00:00+00,2020,7,25,port2027,Shanghai (Yangshan),China,CHN,11,0,1,0,1,12,13,45904.1468209665,0,0,0,0,45904.1468209665,45904.1468209665,524010.572503523,0,0,0,4143.56531933699,524010.572503523,528154.13782286,3502410
2020/07/26 00:00:00+00,2020,7,26,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,0,9,9,89498.8757042607,0,0,0,0,89498.8757042607,89498.8757042607,295296.559583671,0,0,0,0,295296.559583671,295296.559583671,3502411
2020/07/27 00:00:00+00,2020,7,27,port2027,Shanghai (Yangshan),China,CHN,12,1,0,0,2,13,15,509043.861875191,584.133895549239,0,0,0,509627.99577074,509627.99577074,238935.978406532,0,0,0,18114.6760413417,238935.978406532,257050.654447874,3502412
2020/07/28 00:00:00+00,2020,7,28,port2027,Shanghai (Yangshan),China,CHN,13,1,1,0,1,15,16,642397.559777673,0,0,0,0,642397.559777673,642397.559777673,431959.851575867,0,0,0,2573.46043474049,431959.851575867,434533.312010608,3502413
2020/07/29 00:00:00+00,2020,7,29,port2027,Shanghai (Yangshan),China,CHN,17,0,0,0,3,17,20,648266.984759405,0,0,0,77370.1674755368,648266.984759405,725637.152234942,691168.874384611,0,0,0,0,691168.874384611,691168.874384611,3502414
2020/07/30 00:00:00+00,2020,7,30,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,0,11,11,191032.629338486,0,0,0,0,191032.629338486,191032.629338486,437508.402889498,0,0,0,0,437508.402889498,437508.402889498,3502415
2020/07/31 00:00:00+00,2020,7,31,port2027,Shanghai (Yangshan),China,CHN,13,1,0,0,1,14,15,307186.121623588,0,0,0,0,307186.121623588,307186.121623588,577701.096009571,0,0,0,0,577701.096009571,577701.096009571,3502416
2020/08/01 00:00:00+00,2020,8,1,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,1,13,14,370990.133160894,0,0,0,46268.8680333235,370990.133160894,417259.001194217,558225.797338565,0,0,0,7444.06850610615,558225.797338565,565669.865844671,3502417
2020/08/02 00:00:00+00,2020,8,2,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,1,12,13,443193.578241283,0,0,0,4188.5331646905,443193.578241283,447382.111405973,345706.951986396,0,0,0,0,345706.951986396,345706.951986396,3502418
2020/08/03 00:00:00+00,2020,8,3,port2027,Shanghai (Yangshan),China,CHN,7,0,0,0,0,7,7,187313.106575596,0,0,0,0,187313.106575596,187313.106575596,217961.849168078,0,0,0,0,217961.849168078,217961.849168078,3502419
2020/08/04 00:00:00+00,2020,8,4,port2027,Shanghai (Yangshan),China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3502420
2020/08/05 00:00:00+00,2020,8,5,port2027,Shanghai (Yangshan),China,CHN,17,1,2,0,2,20,22,1012815.0721715,0,0,0,0,1012815.0721715,1012815.0721715,730322.501807899,0,0,0,6308.46367695542,730322.501807899,736630.965484855,3502421
2020/08/06 00:00:00+00,2020,8,6,port2027,Shanghai (Yangshan),China,CHN,10,1,0,0,1,11,12,804170.089105039,0,0,0,0,804170.089105039,804170.089105039,362298.598790461,0,0,0,0,362298.598790461,362298.598790461,3502422
2020/08/07 00:00:00+00,2020,8,7,port2027,Shanghai (Yangshan),China,CHN,9,0,1,0,1,10,11,422063.606998191,0,0,0,38402.7579121151,422063.606998191,460466.364910306,164847.283864332,0,0,0,0,164847.283864332,164847.283864332,3502423
2020/08/08 00:00:00+00,2020,8,8,port2027,Shanghai (Yangshan),China,CHN,9,0,1,0,1,10,11,134414.505390579,0,0,0,1726.87432624516,134414.505390579,136141.379716824,521465.268381252,0,0,0,0,521465.268381252,521465.268381252,3502424
2020/08/09 00:00:00+00,2020,8,9,port2027,Shanghai (Yangshan),China,CHN,15,1,0,0,1,16,17,531245.469141717,0,0,0,0,531245.469141717,531245.469141717,333308.270845732,0,0,0,2554.30152090766,333308.270845732,335862.57236664,3502425
2020/08/10 00:00:00+00,2020,8,10,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,3,14,17,208692.468204503,0,0,0,87346.0137030453,208692.468204503,296038.481907548,629579.364989715,0,0,0,12074.6592970059,629579.364989715,641654.024286721,3502426
2020/08/11 00:00:00+00,2020,8,11,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,0,14,14,654882.251286631,0,321.376435526603,0,0,655203.627722157,655203.627722157,467349.626505569,0,1550.92576148691,0,0,468900.552267056,468900.552267056,3502427
2020/08/12 00:00:00+00,2020,8,12,port2027,Shanghai (Yangshan),China,CHN,12,1,0,0,2,13,15,149486.803405083,0,0,0,0,149486.803405083,149486.803405083,452581.636216281,0,0,0,15708.1422752407,452581.636216281,468289.778491522,3502428
2020/08/13 00:00:00+00,2020,8,13,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,2,9,11,338012.369717881,0,0,0,0,338012.369717881,338012.369717881,376839.539834143,0,0,0,4215.00316042065,376839.539834143,381054.542994564,3502429
2020/08/14 00:00:00+00,2020,8,14,port2027,Shanghai (Yangshan),China,CHN,12,1,0,0,2,13,15,943883.563339652,0,0,0,0,943883.563339652,943883.563339652,414740.250975418,0,0,0,46327.4235624421,414740.250975418,461067.67453786,3502430
2020/08/15 00:00:00+00,2020,8,15,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,0,14,14,198839.305908034,0,0,0,0,198839.305908034,198839.305908034,626466.552118606,0,0,0,0,626466.552118606,626466.552118606,3502431
2020/08/16 00:00:00+00,2020,8,16,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,1,13,14,537299.982031593,0,0,0,76790.6250015,537299.982031593,614090.607033093,441209.080446359,0,0,0,0,441209.080446359,441209.080446359,3502432
2020/08/17 00:00:00+00,2020,8,17,port2027,Shanghai (Yangshan),China,CHN,14,1,0,0,1,15,16,130367.465835578,0,0,0,0,130367.465835578,130367.465835578,946678.028567066,0,0,0,10478.2655166484,946678.028567066,957156.294083714,3502433
2020/08/18 00:00:00+00,2020,8,18,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,0,11,11,388560.721791638,0,0,0,0,388560.721791638,388560.721791638,370962.827025815,0,0,0,0,370962.827025815,370962.827025815,3502434
2020/08/19 00:00:00+00,2020,8,19,port2027,Shanghai (Yangshan),China,CHN,8,0,1,0,3,9,12,580559.323278361,0,0,0,12949.2981313631,580559.323278361,593508.621409724,100431.75249578,0,5557.76783634014,0,4409.97923577684,105989.52033212,110399.499567897,3502435
2020/08/20 00:00:00+00,2020,8,20,port2027,Shanghai (Yangshan),China,CHN,17,0,1,0,0,18,18,1043805.98825152,0,321.376435526603,0,0,1044127.36468705,1044127.36468705,680323.778670156,0,1550.92576148691,0,0,681874.704431643,681874.704431643,3502436
2020/08/21 00:00:00+00,2020,8,21,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,381449.328649704,0,0,0,62357.2328491757,381449.328649704,443806.56149888,315126.714518132,0,0,0,0,315126.714518132,315126.714518132,3502437
2020/08/22 00:00:00+00,2020,8,22,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,2,11,13,227800.34318804,0,0,0,0,227800.34318804,227800.34318804,580329.542980435,0,0,0,10699.804846749,580329.542980435,591029.347827184,3502438
2020/08/23 00:00:00+00,2020,8,23,port2027,Shanghai (Yangshan),China,CHN,11,0,1,0,2,12,14,302214.143049128,0,0,0,84287.4072135512,302214.143049128,386501.550262679,511931.444068117,0,0,0,0,511931.444068117,511931.444068117,3502439
2020/08/24 00:00:00+00,2020,8,24,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,0,9,9,54556.2818198355,0,0,0,0,54556.2818198355,54556.2818198355,365010.451577725,0,0,0,0,365010.451577725,365010.451577725,3502440
2020/08/25 00:00:00+00,2020,8,25,port2027,Shanghai (Yangshan),China,CHN,3,0,0,0,0,3,3,56530.328240022,0,0,0,0,56530.328240022,56530.328240022,4458.74373757968,0,0,0,0,4458.74373757968,4458.74373757968,3502441
2020/08/26 00:00:00+00,2020,8,26,port2027,Shanghai (Yangshan),China,CHN,16,0,1,0,1,17,18,522097.884811276,0,0,0,0,522097.884811276,522097.884811276,721124.100254127,0,0,0,1448.66066088779,721124.100254127,722572.760915015,3502442
2020/08/27 00:00:00+00,2020,8,27,port2027,Shanghai (Yangshan),China,CHN,16,1,1,0,2,18,20,210690.396364398,0,0,0,46268.8680333235,210690.396364398,256959.264397721,572558.879197238,0,0,0,7444.06850610615,572558.879197238,580002.947703344,3502443
2020/08/28 00:00:00+00,2020,8,28,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,0,8,8,174615.338001635,0,0,0,0,174615.338001635,174615.338001635,169595.99151169,0,0,0,0,169595.99151169,169595.99151169,3502444
2020/08/29 00:00:00+00,2020,8,29,port2027,Shanghai (Yangshan),China,CHN,11,1,0,0,1,12,13,159459.460524068,0,0,0,0,159459.460524068,159459.460524068,395753.290146706,0,0,0,2357.62461828245,395753.290146706,398110.914764988,3502445
2020/08/30 00:00:00+00,2020,8,30,port2027,Shanghai (Yangshan),China,CHN,13,0,2,0,2,15,17,728966.486252149,0,0,0,77315.8243864484,728966.486252149,806282.310638598,538708.761606458,0,0,0,0,538708.761606458,538708.761606458,3502446
2020/08/31 00:00:00+00,2020,8,31,port2027,Shanghai (Yangshan),China,CHN,17,0,0,0,0,17,17,506796.50526638,0,0,0,0,506796.50526638,506796.50526638,806223.038717783,0,0,0,0,806223.038717783,806223.038717783,3502447
2020/09/01 00:00:00+00,2020,9,1,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,0,12,12,223444.158944674,0,0,0,0,223444.158944674,223444.158944674,644788.990082224,0,0,0,0,644788.990082224,644788.990082224,3502448
2020/09/02 00:00:00+00,2020,9,2,port2027,Shanghai (Yangshan),China,CHN,15,0,0,0,0,15,15,103204.142156762,0,0,0,0,103204.142156762,103204.142156762,620227.990459875,0,0,0,0,620227.990459875,620227.990459875,3502449
2020/09/03 00:00:00+00,2020,9,3,port2027,Shanghai (Yangshan),China,CHN,10,1,1,0,3,12,15,260289.432229101,0,0,0,0,260289.432229101,260289.432229101,178299.552429211,0,0,0,5979.22747800406,178299.552429211,184278.779907215,3502450
2020/10/24 00:00:00+00,2020,10,24,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,3,11,14,507508.00907796,0,0,0,0,507508.00907796,507508.00907796,307952.699425053,0,0,0,12729.2478321991,307952.699425053,320681.947257252,3502451
2020/10/25 00:00:00+00,2020,10,25,port2027,Shanghai (Yangshan),China,CHN,9,2,0,0,2,11,13,65710.2994871256,0,0,0,10800.2141067052,65710.2994871256,76510.5135938308,564020.591423826,0,0,0,2184.01647652451,564020.591423826,566204.60790035,3502452
2020/10/26 00:00:00+00,2020,10,26,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,2,13,15,0,0,0,0,42937.7891223052,0,42937.7891223052,581663.321008094,0,0,0,2773.60867688105,581663.321008094,584436.929684975,3502453
2020/10/27 00:00:00+00,2020,10,27,port2027,Shanghai (Yangshan),China,CHN,15,0,0,0,1,15,16,207723.989262002,0,0,0,0,207723.989262002,207723.989262002,489777.446319032,0,0,0,2567.9386765055,489777.446319032,492345.384995538,3502454
2020/10/28 00:00:00+00,2020,10,28,port2027,Shanghai (Yangshan),China,CHN,15,1,0,0,2,16,18,137969.525193956,0,0,0,28027.4197327508,137969.525193956,165996.944926706,449443.733164148,0,0,0,1315.45140021938,449443.733164148,450759.184564367,3502455
2020/10/29 00:00:00+00,2020,10,29,port2027,Shanghai (Yangshan),China,CHN,13,0,2,0,0,15,15,720826.570270243,0,0,0,0,720826.570270243,720826.570270243,495299.729306232,0,6006.7268180726,0,0,501306.456124304,501306.456124304,3502456
2020/10/30 00:00:00+00,2020,10,30,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,46428.142052619,0,0,0,41928.0593987897,46428.142052619,88356.2014514087,708031.363618775,0,0,0,0,708031.363618775,708031.363618775,3502457
2020/10/31 00:00:00+00,2020,10,31,port2027,Shanghai (Yangshan),China,CHN,15,2,1,0,2,18,20,747216.747258886,0,0,0,3023.77615525489,747216.747258886,750240.523414141,1021323.59351768,0,0,0,9809.5672908044,1021323.59351768,1031133.16080849,3502458
2020/11/01 00:00:00+00,2020,11,1,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,0,11,11,227250.243285099,0,0,0,0,227250.243285099,227250.243285099,416553.227431032,0,0,0,0,416553.227431032,416553.227431032,3502459
2020/11/02 00:00:00+00,2020,11,2,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,1,13,14,541088.39339009,0,0,0,0,541088.39339009,541088.39339009,404379.583472417,0,0,0,262.250986702172,404379.583472417,404641.834459119,3502460
2020/11/03 00:00:00+00,2020,11,3,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,1,13,14,466051.163256091,0,0,0,36596.364420915,466051.163256091,502647.527677006,504425.180366491,0,0,0,0,504425.180366491,504425.180366491,3502461
2020/11/04 00:00:00+00,2020,11,4,port2027,Shanghai (Yangshan),China,CHN,10,0,1,0,0,11,11,130908.195846507,0,0,0,0,130908.195846507,130908.195846507,333725.843867161,0,0,0,0,333725.843867161,333725.843867161,3502462
2020/11/05 00:00:00+00,2020,11,5,port2027,Shanghai (Yangshan),China,CHN,9,0,1,0,3,10,13,97026.3331621625,0,0,0,14431.1446280796,97026.3331621625,111457.477790242,287250.7947669,0,7358.4707143062,0,3440.77836232987,294609.265481206,298050.043843536,3502463
2020/11/06 00:00:00+00,2020,11,6,port2027,Shanghai (Yangshan),China,CHN,13,2,0,0,3,15,18,524527.357807856,0,0,0,5478.74678188,524527.357807856,530006.104589736,692423.075084934,0,0,0,2739.18146975149,692423.075084934,695162.256554686,3502464
2020/11/07 00:00:00+00,2020,11,7,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,701930.08280414,0,0,0,0,701930.08280414,701930.08280414,578015.626980543,0,0,0,7643.808493231,578015.626980543,585659.435473774,3502465
2020/11/08 00:00:00+00,2020,11,8,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,1,13,14,191957.299915125,0,0,0,6482.9370749271,191957.299915125,198440.236990052,383853.991080262,0,0,0,0,383853.991080262,383853.991080262,3502466
